CENTRALWAVELNG,BANDWIDTH,PL_TRANDEP,PL_TRANDEPERR1,PL_TRANDEPERR2,PL_TRANDEP_AUTHORS,PL_RATROR,PL_RATRORERR1,PL_RATRORERR2,PL_RATROR_AUTHORS,PL_RADJ,PL_RADJERR1,PL_RADJERR2,PL_RADJ_AUTHORS,PL_TRANMID,PL_TRANMIDERR1,PL_TRANMIDERR2,ST_RAD,ST_RADERR1,ST_RADERR2,ST_RAD_AUTHORS
5.07115,,2.1698,0.0381,-0.0381,JWST Transiting Exoplanet Community ERS Team 2022,0.1473,0.00129,-0.0013,JWST Transiting Exoplanet Community ERS Team 2022,1.2829,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.07885,,2.1851,0.0388,-0.0388,JWST Transiting Exoplanet Community ERS Team 2022,0.14782,0.00131,-0.00132,JWST Transiting Exoplanet Community ERS Team 2022,1.2874,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.08653,,2.1784,0.0394,-0.0394,JWST Transiting Exoplanet Community ERS Team 2022,0.14759,0.00133,-0.00134,JWST Transiting Exoplanet Community ERS Team 2022,1.2855,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.0942,,2.1693,0.0424,-0.0424,JWST Transiting Exoplanet Community ERS Team 2022,0.14729,0.00143,-0.00145,JWST Transiting Exoplanet Community ERS Team 2022,1.2828,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.10186,,2.1467,0.0406,-0.0406,JWST Transiting Exoplanet Community ERS Team 2022,0.14652,0.00138,-0.00139,JWST Transiting Exoplanet Community ERS Team 2022,1.2761,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.1095,,2.1303,0.0411,-0.0411,JWST Transiting Exoplanet Community ERS Team 2022,0.14596,0.0014,-0.00141,JWST Transiting Exoplanet Community ERS Team 2022,1.2712,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.11714,,2.1435,0.041,-0.041,JWST Transiting Exoplanet Community ERS Team 2022,0.14641,0.00139,-0.00141,JWST Transiting Exoplanet Community ERS Team 2022,1.2751,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.12476,,2.1688,0.0412,-0.0412,JWST Transiting Exoplanet Community ERS Team 2022,0.14727,0.00139,-0.00141,JWST Transiting Exoplanet Community ERS Team 2022,1.2826,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.13237,,2.2036,0.0411,-0.0411,JWST Transiting Exoplanet Community ERS Team 2022,0.14845,0.00138,-0.00139,JWST Transiting Exoplanet Community ERS Team 2022,1.2929,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.13996,,2.2182,0.042,-0.042,JWST Transiting Exoplanet Community ERS Team 2022,0.14894,0.0014,-0.00142,JWST Transiting Exoplanet Community ERS Team 2022,1.2971,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.14754,,2.1983,0.0415,-0.0415,JWST Transiting Exoplanet Community ERS Team 2022,0.14827,0.00139,-0.00141,JWST Transiting Exoplanet Community ERS Team 2022,1.2913,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.15511,,2.1519,0.0422,-0.0422,JWST Transiting Exoplanet Community ERS Team 2022,0.14669,0.00143,-0.00145,JWST Transiting Exoplanet Community ERS Team 2022,1.2776,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.16267,,2.1481,0.0425,-0.0425,JWST Transiting Exoplanet Community ERS Team 2022,0.14656,0.00144,-0.00146,JWST Transiting Exoplanet Community ERS Team 2022,1.2765,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.17022,,2.1351,0.0432,-0.0432,JWST Transiting Exoplanet Community ERS Team 2022,0.14612,0.00147,-0.00149,JWST Transiting Exoplanet Community ERS Team 2022,1.2726,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.17775,,2.1622,0.0429,-0.0429,JWST Transiting Exoplanet Community ERS Team 2022,0.14704,0.00145,-0.00147,JWST Transiting Exoplanet Community ERS Team 2022,1.2807,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.18527,,2.1611,0.0431,-0.0431,JWST Transiting Exoplanet Community ERS Team 2022,0.14701,0.00146,-0.00147,JWST Transiting Exoplanet Community ERS Team 2022,1.2803,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.19278,,2.1441,0.043,-0.043,JWST Transiting Exoplanet Community ERS Team 2022,0.14643,0.00146,-0.00148,JWST Transiting Exoplanet Community ERS Team 2022,1.2753,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.20028,,2.129,0.0433,-0.0433,JWST Transiting Exoplanet Community ERS Team 2022,0.14591,0.00148,-0.00149,JWST Transiting Exoplanet Community ERS Team 2022,1.2708,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.20776,,2.1878,0.0435,-0.0435,JWST Transiting Exoplanet Community ERS Team 2022,0.14791,0.00146,-0.00148,JWST Transiting Exoplanet Community ERS Team 2022,1.2882,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.21524,,2.1819,0.0433,-0.0433,JWST Transiting Exoplanet Community ERS Team 2022,0.14771,0.00146,-0.00147,JWST Transiting Exoplanet Community ERS Team 2022,1.2865,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.2227,,2.2053,0.0432,-0.0432,JWST Transiting Exoplanet Community ERS Team 2022,0.1485,0.00145,-0.00146,JWST Transiting Exoplanet Community ERS Team 2022,1.2934,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.23015,,2.1744,0.0433,-0.0433,JWST Transiting Exoplanet Community ERS Team 2022,0.14746,0.00146,-0.00148,JWST Transiting Exoplanet Community ERS Team 2022,1.2843,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.23759,,2.1923,0.0438,-0.0438,JWST Transiting Exoplanet Community ERS Team 2022,0.14806,0.00147,-0.00149,JWST Transiting Exoplanet Community ERS Team 2022,1.2895,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.24501,,2.2438,0.0445,-0.0445,JWST Transiting Exoplanet Community ERS Team 2022,0.14979,0.00148,-0.00149,JWST Transiting Exoplanet Community ERS Team 2022,1.3046,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.25242,,2.197,0.0442,-0.0442,JWST Transiting Exoplanet Community ERS Team 2022,0.14822,0.00148,-0.0015,JWST Transiting Exoplanet Community ERS Team 2022,1.2909,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.25983,,2.2009,0.0444,-0.0444,JWST Transiting Exoplanet Community ERS Team 2022,0.14835,0.00149,-0.0015,JWST Transiting Exoplanet Community ERS Team 2022,1.2921,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.26722,,2.1697,0.0441,-0.0441,JWST Transiting Exoplanet Community ERS Team 2022,0.1473,0.00149,-0.0015,JWST Transiting Exoplanet Community ERS Team 2022,1.2829,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.2746,,2.1525,0.0448,-0.0448,JWST Transiting Exoplanet Community ERS Team 2022,0.14671,0.00152,-0.00153,JWST Transiting Exoplanet Community ERS Team 2022,1.2778,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.28196,,2.1765,0.0454,-0.0454,JWST Transiting Exoplanet Community ERS Team 2022,0.14753,0.00153,-0.00155,JWST Transiting Exoplanet Community ERS Team 2022,1.2849,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.28932,,2.1635,0.0452,-0.0452,JWST Transiting Exoplanet Community ERS Team 2022,0.14709,0.00153,-0.00154,JWST Transiting Exoplanet Community ERS Team 2022,1.281,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.29667,,2.1514,0.0455,-0.0455,JWST Transiting Exoplanet Community ERS Team 2022,0.14668,0.00154,-0.00156,JWST Transiting Exoplanet Community ERS Team 2022,1.2775,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.304,,2.1579,0.0456,-0.0456,JWST Transiting Exoplanet Community ERS Team 2022,0.1469,0.00154,-0.00156,JWST Transiting Exoplanet Community ERS Team 2022,1.2794,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.31132,,2.0964,0.0466,-0.0466,JWST Transiting Exoplanet Community ERS Team 2022,0.14479,0.0016,-0.00162,JWST Transiting Exoplanet Community ERS Team 2022,1.261,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.31863,,2.1587,0.0474,-0.0474,JWST Transiting Exoplanet Community ERS Team 2022,0.14693,0.0016,-0.00162,JWST Transiting Exoplanet Community ERS Team 2022,1.2796,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.32593,,2.1564,0.0486,-0.0486,JWST Transiting Exoplanet Community ERS Team 2022,0.14685,0.00165,-0.00166,JWST Transiting Exoplanet Community ERS Team 2022,1.2789,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.33322,,2.1283,0.0489,-0.0489,JWST Transiting Exoplanet Community ERS Team 2022,0.14589,0.00167,-0.00169,JWST Transiting Exoplanet Community ERS Team 2022,1.2706,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
5.3405,,2.1437,0.0532,-0.0532,JWST Transiting Exoplanet Community ERS Team 2022,0.14641,0.00181,-0.00183,JWST Transiting Exoplanet Community ERS Team 2022,1.2752,,,JWST Transiting Exoplanet Community ERS Team 2022,,,,0.895,0.023,-0.023,Faedi et al. 2011
