CENTRALWAVELNG,BANDWIDTH,PL_TRANDEP,PL_TRANDEPERR1,PL_TRANDEPERR2,PL_TRANDEP_AUTHORS,PL_RATROR,PL_RATRORERR1,PL_RATRORERR2,PL_RATROR_AUTHORS,PL_RADJ,PL_RADJERR1,PL_RADJERR2,PL_RADJ_AUTHORS,PL_TRANMID,PL_TRANMIDERR1,PL_TRANMIDERR2,ST_RAD,ST_RADERR1,ST_RADERR2,ST_RAD_AUTHORS
2.78724,6.8E-4,0.1002,0.0299,-0.0299,Lustig-Yaeger et al. 2023,0.03165,0.00441,-0.00514,Calculated,0.0859,0.0128,-0.0128,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.78792,6.8E-4,0.0813,0.0283,-0.0283,Lustig-Yaeger et al. 2023,0.02851,0.00459,-0.00549,Calculated,0.0774,0.0135,-0.0135,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.78859,6.8E-4,0.0721,0.0271,-0.0271,Lustig-Yaeger et al. 2023,0.02685,0.00464,-0.00564,Calculated,0.0729,0.0137,-0.0137,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.78927,6.8E-4,0.1075,0.0286,-0.0286,Lustig-Yaeger et al. 2023,0.03279,0.0041,-0.0047,Calculated,0.089,0.0118,-0.0118,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.78995,6.8E-4,0.1496,0.0284,-0.0284,Lustig-Yaeger et al. 2023,0.03868,0.00351,-0.00386,Calculated,0.105,0.01,-0.01,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.79062,6.8E-4,0.1198,0.028,-0.028,Lustig-Yaeger et al. 2023,0.03461,0.00383,-0.00431,Calculated,0.0939,0.011,-0.011,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.7913,6.8E-4,0.0767,0.026,-0.026,Lustig-Yaeger et al. 2023,0.02769,0.00435,-0.00518,Calculated,0.0752,0.0127,-0.0127,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.79197,6.8E-4,0.0894,0.0257,-0.0257,Lustig-Yaeger et al. 2023,0.0299,0.00403,-0.00466,Calculated,0.0811,0.0117,-0.0117,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.79265,6.8E-4,0.0839,0.0249,-0.0249,Lustig-Yaeger et al. 2023,0.02897,0.00402,-0.00468,Calculated,0.0786,0.0117,-0.0117,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.79332,6.8E-4,0.1175,0.0251,-0.0251,Lustig-Yaeger et al. 2023,0.03428,0.00348,-0.00388,Calculated,0.093,0.0099,-0.0099,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.794,6.8E-4,0.1419,0.025,-0.025,Lustig-Yaeger et al. 2023,0.03767,0.00318,-0.00348,Calculated,0.1022,0.009,-0.009,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.79468,6.8E-4,0.1185,0.0238,-0.0238,Lustig-Yaeger et al. 2023,0.03442,0.0033,-0.00365,Calculated,0.0934,0.0094,-0.0094,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.79535,6.8E-4,0.0782,0.0239,-0.0239,Lustig-Yaeger et al. 2023,0.02796,0.00399,-0.00466,Calculated,0.0759,0.0116,-0.0116,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.79603,6.8E-4,0.1256,0.0238,-0.0238,Lustig-Yaeger et al. 2023,0.03544,0.00321,-0.00353,Calculated,0.0962,0.0091,-0.0091,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.7967,6.8E-4,0.114,0.0235,-0.0235,Lustig-Yaeger et al. 2023,0.03376,0.00332,-0.00368,Calculated,0.0916,0.0095,-0.0095,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.79738,6.8E-4,0.1099,0.0234,-0.0234,Lustig-Yaeger et al. 2023,0.03315,0.00336,-0.00374,Calculated,0.09,0.0096,-0.0096,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.79805,6.8E-4,0.126,0.0235,-0.0235,Lustig-Yaeger et al. 2023,0.0355,0.00317,-0.00348,Calculated,0.0963,0.009,-0.009,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.79873,6.8E-4,0.0748,0.0232,-0.0232,Lustig-Yaeger et al. 2023,0.02735,0.00396,-0.00463,Calculated,0.0742,0.0115,-0.0115,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.7994,6.8E-4,0.1208,0.0239,-0.0239,Lustig-Yaeger et al. 2023,0.03476,0.00328,-0.00363,Calculated,0.0943,0.0093,-0.0093,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80008,6.8E-4,0.1351,0.0223,-0.0223,Lustig-Yaeger et al. 2023,0.03676,0.00292,-0.00317,Calculated,0.0998,0.0082,-0.0082,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80076,6.8E-4,0.0948,0.0225,-0.0225,Lustig-Yaeger et al. 2023,0.03079,0.00346,-0.0039,Calculated,0.0836,0.0099,-0.0099,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80143,6.8E-4,0.089,0.0222,-0.0222,Lustig-Yaeger et al. 2023,0.02983,0.00351,-0.00399,Calculated,0.081,0.0101,-0.0101,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80211,6.8E-4,0.0949,0.0228,-0.0228,Lustig-Yaeger et al. 2023,0.03081,0.0035,-0.00395,Calculated,0.0836,0.0101,-0.0101,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80278,6.8E-4,0.107,0.0228,-0.0228,Lustig-Yaeger et al. 2023,0.03271,0.00332,-0.00369,Calculated,0.0888,0.0095,-0.0095,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80346,6.8E-4,0.1352,0.0237,-0.0237,Lustig-Yaeger et al. 2023,0.03677,0.00309,-0.00338,Calculated,0.0998,0.0088,-0.0088,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80413,6.8E-4,0.1227,0.0229,-0.0229,Lustig-Yaeger et al. 2023,0.03503,0.00313,-0.00344,Calculated,0.0951,0.0089,-0.0089,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80481,6.8E-4,0.0709,0.0229,-0.0229,Lustig-Yaeger et al. 2023,0.02663,0.004,-0.00472,Calculated,0.0723,0.0117,-0.0117,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80549,6.8E-4,0.0924,0.0234,-0.0234,Lustig-Yaeger et al. 2023,0.0304,0.00363,-0.00413,Calculated,0.0825,0.0105,-0.0105,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80616,6.8E-4,0.1004,0.0227,-0.0227,Lustig-Yaeger et al. 2023,0.03169,0.0034,-0.00381,Calculated,0.086,0.0097,-0.0097,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80684,6.8E-4,0.1168,0.0232,-0.0232,Lustig-Yaeger et al. 2023,0.03418,0.00324,-0.00358,Calculated,0.0928,0.0092,-0.0092,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80751,6.8E-4,0.1,0.0226,-0.0226,Lustig-Yaeger et al. 2023,0.03162,0.00339,-0.0038,Calculated,0.0858,0.0097,-0.0097,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80819,6.8E-4,0.104,0.0227,-0.0227,Lustig-Yaeger et al. 2023,0.03225,0.00335,-0.00374,Calculated,0.0875,0.0096,-0.0096,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80886,6.8E-4,0.0859,0.0212,-0.0212,Lustig-Yaeger et al. 2023,0.02931,0.00342,-0.00387,Calculated,0.0795,0.0098,-0.0098,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.80954,6.8E-4,0.0672,0.0206,-0.0206,Lustig-Yaeger et al. 2023,0.02592,0.00371,-0.00434,Calculated,0.0704,0.0108,-0.0108,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81021,6.8E-4,0.1278,0.0218,-0.0218,Lustig-Yaeger et al. 2023,0.03575,0.00293,-0.00319,Calculated,0.097,0.0083,-0.0083,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81089,6.8E-4,0.1353,0.0209,-0.0209,Lustig-Yaeger et al. 2023,0.03678,0.00274,-0.00296,Calculated,0.0998,0.0077,-0.0077,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81156,6.8E-4,0.1272,0.0213,-0.0213,Lustig-Yaeger et al. 2023,0.03567,0.00287,-0.00312,Calculated,0.0968,0.0081,-0.0081,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81224,6.8E-4,0.121,0.0208,-0.0208,Lustig-Yaeger et al. 2023,0.03479,0.00287,-0.00313,Calculated,0.0944,0.0081,-0.0081,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81292,6.8E-4,0.0965,0.021,-0.021,Lustig-Yaeger et al. 2023,0.03106,0.00321,-0.00359,Calculated,0.0843,0.0092,-0.0092,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81359,6.8E-4,0.1105,0.0207,-0.0207,Lustig-Yaeger et al. 2023,0.03324,0.00298,-0.00327,Calculated,0.0902,0.0085,-0.0085,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81427,6.8E-4,0.0903,0.0203,-0.0203,Lustig-Yaeger et al. 2023,0.03005,0.00321,-0.00359,Calculated,0.0816,0.0092,-0.0092,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81494,6.8E-4,0.098,0.022,-0.022,Lustig-Yaeger et al. 2023,0.0313,0.00334,-0.00374,Calculated,0.085,0.0095,-0.0095,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81562,6.8E-4,0.098,0.0212,-0.0212,Lustig-Yaeger et al. 2023,0.0313,0.00322,-0.00359,Calculated,0.085,0.0092,-0.0092,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81629,6.8E-4,0.09,0.0212,-0.0212,Lustig-Yaeger et al. 2023,0.03,0.00335,-0.00377,Calculated,0.0814,0.0096,-0.0096,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81697,6.8E-4,0.0938,0.0202,-0.0202,Lustig-Yaeger et al. 2023,0.03063,0.00314,-0.0035,Calculated,0.0831,0.009,-0.009,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81765,6.8E-4,0.0775,0.0205,-0.0205,Lustig-Yaeger et al. 2023,0.02784,0.00347,-0.00396,Calculated,0.0756,0.01,-0.01,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81832,6.8E-4,0.0571,0.0203,-0.0203,Lustig-Yaeger et al. 2023,0.0239,0.00393,-0.00471,Calculated,0.0649,0.0115,-0.0115,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.819,6.8E-4,0.1114,0.0205,-0.0205,Lustig-Yaeger et al. 2023,0.03338,0.00294,-0.00323,Calculated,0.0906,0.0083,-0.0083,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.81967,6.8E-4,0.1049,0.0212,-0.0212,Lustig-Yaeger et al. 2023,0.03239,0.00312,-0.00346,Calculated,0.0879,0.0089,-0.0089,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.82035,6.8E-4,0.0913,0.0203,-0.0203,Lustig-Yaeger et al. 2023,0.03022,0.00319,-0.00357,Calculated,0.082,0.0091,-0.0091,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.82102,6.8E-4,0.0983,0.0202,-0.0202,Lustig-Yaeger et al. 2023,0.03135,0.00307,-0.00341,Calculated,0.0851,0.0088,-0.0088,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.8217,6.8E-4,0.093,0.0206,-0.0206,Lustig-Yaeger et al. 2023,0.0305,0.00321,-0.00359,Calculated,0.0828,0.0092,-0.0092,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.82237,6.8E-4,0.1104,0.0214,-0.0214,Lustig-Yaeger et al. 2023,0.03323,0.00308,-0.00339,Calculated,0.0902,0.0088,-0.0088,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.82305,6.8E-4,0.1176,0.0202,-0.0202,Lustig-Yaeger et al. 2023,0.03429,0.00283,-0.00308,Calculated,0.0931,0.008,-0.008,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.82373,6.8E-4,0.0929,0.0201,-0.0201,Lustig-Yaeger et al. 2023,0.03048,0.00314,-0.0035,Calculated,0.0827,0.009,-0.009,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.8244,6.8E-4,0.1404,0.0196,-0.0196,Lustig-Yaeger et al. 2023,0.03747,0.00253,-0.00271,Calculated,0.1017,0.0071,-0.0071,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.82508,6.8E-4,0.124,0.0195,-0.0195,Lustig-Yaeger et al. 2023,0.03521,0.00267,-0.00289,Calculated,0.0956,0.0075,-0.0075,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.82575,6.8E-4,0.1403,0.0196,-0.0196,Lustig-Yaeger et al. 2023,0.03746,0.00253,-0.00271,Calculated,0.1017,0.0071,-0.0071,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.82643,6.8E-4,0.0973,0.0193,-0.0193,Lustig-Yaeger et al. 2023,0.03119,0.00295,-0.00326,Calculated,0.0847,0.0084,-0.0084,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.8271,6.8E-4,0.126,0.0192,-0.0192,Lustig-Yaeger et al. 2023,0.0355,0.00261,-0.00282,Calculated,0.0963,0.0074,-0.0074,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.82778,6.8E-4,0.1214,0.0199,-0.0199,Lustig-Yaeger et al. 2023,0.03484,0.00275,-0.00298,Calculated,0.0946,0.0078,-0.0078,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.82845,6.8E-4,0.1011,0.019,-0.019,Lustig-Yaeger et al. 2023,0.0318,0.00286,-0.00314,Calculated,0.0863,0.0081,-0.0081,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.82913,6.8E-4,0.0966,0.0201,-0.0201,Lustig-Yaeger et al. 2023,0.03108,0.00308,-0.00342,Calculated,0.0844,0.0088,-0.0088,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.8298,6.8E-4,0.1021,0.0192,-0.0192,Lustig-Yaeger et al. 2023,0.03195,0.00288,-0.00316,Calculated,0.0867,0.0082,-0.0082,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83048,6.8E-4,0.1332,0.0186,-0.0186,Lustig-Yaeger et al. 2023,0.0365,0.00246,-0.00264,Calculated,0.0991,0.0069,-0.0069,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83116,6.8E-4,0.0952,0.019,-0.019,Lustig-Yaeger et al. 2023,0.03085,0.00294,-0.00325,Calculated,0.0837,0.0084,-0.0084,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83183,6.8E-4,0.0984,0.0184,-0.0184,Lustig-Yaeger et al. 2023,0.03137,0.00281,-0.00308,Calculated,0.0851,0.008,-0.008,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83251,6.8E-4,0.1171,0.0191,-0.0191,Lustig-Yaeger et al. 2023,0.03422,0.00269,-0.00291,Calculated,0.0929,0.0076,-0.0076,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83318,6.8E-4,0.0838,0.0185,-0.0185,Lustig-Yaeger et al. 2023,0.02895,0.00304,-0.00339,Calculated,0.0786,0.0087,-0.0087,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83386,6.8E-4,0.0793,0.019,-0.019,Lustig-Yaeger et al. 2023,0.02816,0.00319,-0.0036,Calculated,0.0764,0.0092,-0.0092,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83453,6.8E-4,0.1065,0.0183,-0.0183,Lustig-Yaeger et al. 2023,0.03263,0.00269,-0.00294,Calculated,0.0886,0.0076,-0.0076,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83521,6.8E-4,0.1462,0.0188,-0.0188,Lustig-Yaeger et al. 2023,0.03824,0.00238,-0.00254,Calculated,0.1038,0.0067,-0.0067,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83589,6.8E-4,0.109,0.0184,-0.0184,Lustig-Yaeger et al. 2023,0.03302,0.00268,-0.00292,Calculated,0.0896,0.0076,-0.0076,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83656,6.8E-4,0.0902,0.0189,-0.0189,Lustig-Yaeger et al. 2023,0.03003,0.003,-0.00333,Calculated,0.0815,0.0085,-0.0085,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83724,6.8E-4,0.091,0.0194,-0.0194,Lustig-Yaeger et al. 2023,0.03017,0.00306,-0.00341,Calculated,0.0819,0.0087,-0.0087,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83791,6.8E-4,0.0871,0.0189,-0.0189,Lustig-Yaeger et al. 2023,0.02951,0.00304,-0.0034,Calculated,0.0801,0.0087,-0.0087,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83859,6.8E-4,0.111,0.0182,-0.0182,Lustig-Yaeger et al. 2023,0.03332,0.00263,-0.00285,Calculated,0.0904,0.0074,-0.0074,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83926,6.8E-4,0.1175,0.0186,-0.0186,Lustig-Yaeger et al. 2023,0.03428,0.00261,-0.00283,Calculated,0.093,0.0074,-0.0074,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.83994,6.8E-4,0.1115,0.0184,-0.0184,Lustig-Yaeger et al. 2023,0.03339,0.00265,-0.00288,Calculated,0.0906,0.0075,-0.0075,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84061,6.8E-4,0.127,0.0184,-0.0184,Lustig-Yaeger et al. 2023,0.03564,0.00249,-0.00268,Calculated,0.0967,0.007,-0.007,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84129,6.8E-4,0.1056,0.0177,-0.0177,Lustig-Yaeger et al. 2023,0.0325,0.00262,-0.00285,Calculated,0.0882,0.0074,-0.0074,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84197,6.8E-4,0.1185,0.0179,-0.0179,Lustig-Yaeger et al. 2023,0.03442,0.00251,-0.00271,Calculated,0.0934,0.0071,-0.0071,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84264,6.8E-4,0.1258,0.0184,-0.0184,Lustig-Yaeger et al. 2023,0.03547,0.00251,-0.0027,Calculated,0.0963,0.0071,-0.0071,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84332,6.8E-4,0.1107,0.0178,-0.0178,Lustig-Yaeger et al. 2023,0.03327,0.00258,-0.00279,Calculated,0.0903,0.0073,-0.0073,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84399,6.8E-4,0.09,0.018,-0.018,Lustig-Yaeger et al. 2023,0.03,0.00286,-0.00317,Calculated,0.0814,0.0082,-0.0082,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84467,6.8E-4,0.1052,0.0182,-0.0182,Lustig-Yaeger et al. 2023,0.03243,0.00269,-0.00294,Calculated,0.088,0.0076,-0.0076,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84534,6.8E-4,0.1391,0.0176,-0.0176,Lustig-Yaeger et al. 2023,0.0373,0.00229,-0.00244,Calculated,0.1012,0.0064,-0.0064,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84602,6.8E-4,0.107,0.0176,-0.0176,Lustig-Yaeger et al. 2023,0.03271,0.00259,-0.00281,Calculated,0.0888,0.0073,-0.0073,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84669,6.8E-4,0.0821,0.0187,-0.0187,Lustig-Yaeger et al. 2023,0.02865,0.0031,-0.00347,Calculated,0.0778,0.0089,-0.0089,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84737,6.8E-4,0.0656,0.0176,-0.0176,Lustig-Yaeger et al. 2023,0.02561,0.00323,-0.0037,Calculated,0.0695,0.0093,-0.0093,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84804,6.8E-4,0.1256,0.019,-0.019,Lustig-Yaeger et al. 2023,0.03544,0.00259,-0.00279,Calculated,0.0962,0.0073,-0.0073,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.84872,6.8E-4,0.0842,0.0182,-0.0182,Lustig-Yaeger et al. 2023,0.02902,0.00298,-0.00333,Calculated,0.0788,0.0085,-0.0085,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.8494,6.8E-4,0.1001,0.0175,-0.0175,Lustig-Yaeger et al. 2023,0.03164,0.00265,-0.0029,Calculated,0.0859,0.0075,-0.0075,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.85007,6.8E-4,0.1291,0.0187,-0.0187,Lustig-Yaeger et al. 2023,0.03593,0.00251,-0.0027,Calculated,0.0975,0.0071,-0.0071,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.85075,6.8E-4,0.1299,0.0185,-0.0185,Lustig-Yaeger et al. 2023,0.03604,0.00248,-0.00267,Calculated,0.0978,0.007,-0.007,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.85142,6.8E-4,0.0938,0.0177,-0.0177,Lustig-Yaeger et al. 2023,0.03063,0.00276,-0.00304,Calculated,0.0831,0.0079,-0.0079,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.8521,6.8E-4,0.1094,0.018,-0.018,Lustig-Yaeger et al. 2023,0.03308,0.00262,-0.00284,Calculated,0.0898,0.0074,-0.0074,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.85277,6.8E-4,0.1109,0.0179,-0.0179,Lustig-Yaeger et al. 2023,0.0333,0.00259,-0.00281,Calculated,0.0904,0.0073,-0.0073,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.85345,6.8E-4,0.1159,0.0179,-0.0179,Lustig-Yaeger et al. 2023,0.03404,0.00253,-0.00274,Calculated,0.0924,0.0072,-0.0072,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.85412,6.8E-4,0.117,0.0185,-0.0185,Lustig-Yaeger et al. 2023,0.03421,0.00261,-0.00282,Calculated,0.0928,0.0074,-0.0074,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.8548,6.8E-4,0.0982,0.0179,-0.0179,Lustig-Yaeger et al. 2023,0.03134,0.00274,-0.003,Calculated,0.085,0.0078,-0.0078,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.85548,6.8E-4,0.1144,0.0178,-0.0178,Lustig-Yaeger et al. 2023,0.03382,0.00254,-0.00274,Calculated,0.0918,0.0072,-0.0072,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.85615,6.8E-4,0.1351,0.0178,-0.0178,Lustig-Yaeger et al. 2023,0.03676,0.00235,-0.00251,Calculated,0.0998,0.0066,-0.0066,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.85683,6.8E-4,0.1028,0.0178,-0.0178,Lustig-Yaeger et al. 2023,0.03206,0.00267,-0.00291,Calculated,0.087,0.0075,-0.0075,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.8575,6.8E-4,0.1424,0.018,-0.018,Lustig-Yaeger et al. 2023,0.03774,0.00231,-0.00247,Calculated,0.1024,0.0065,-0.0065,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.85818,6.8E-4,0.1402,0.0185,-0.0185,Lustig-Yaeger et al. 2023,0.03744,0.00239,-0.00256,Calculated,0.1016,0.0067,-0.0067,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.85885,6.8E-4,0.1107,0.0174,-0.0174,Lustig-Yaeger et al. 2023,0.03327,0.00252,-0.00273,Calculated,0.0903,0.0071,-0.0071,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.85953,6.8E-4,0.1101,0.0177,-0.0177,Lustig-Yaeger et al. 2023,0.03318,0.00257,-0.00278,Calculated,0.0901,0.0073,-0.0073,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.86021,6.8E-4,0.1258,0.0166,-0.0166,Lustig-Yaeger et al. 2023,0.03547,0.00227,-0.00242,Calculated,0.0963,0.0064,-0.0064,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.86088,6.8E-4,0.1246,0.0169,-0.0169,Lustig-Yaeger et al. 2023,0.0353,0.00232,-0.00248,Calculated,0.0958,0.0065,-0.0065,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.86156,6.8E-4,0.1211,0.0169,-0.0169,Lustig-Yaeger et al. 2023,0.0348,0.00235,-0.00252,Calculated,0.0944,0.0066,-0.0066,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
2.86223,6.8E-4,0.12,0.017,-0.017,Lustig-Yaeger et al. 2023,0.03464,0.00237,-0.00255,Calculated,0.094,0.0067,-0.0067,Calculated,,,,0.2789,0.0014,-0.0014,Lustig-Yaeger et al. 2023
