141 2164.105455 6.567E-92 1.952E+01.08970.73034764.02290.58-.007300             12             11                    P  2      252623 5 3 2 1 2 2    12.0   20.0
141 2164.819930 2.827E-80 1.574E+02.00830.05430134.21310.50-.023000              9              8                    P 14      252623 5 3 2 1 2 2   108.0  116.0
141 2176.471582 4.606E-97 1.055E+01.01680.16037407.69621.00-.027900             13             12                    R  6      252623 5 3 2 1 2 2    60.0   52.0
141 2178.276734 1.634E-68 1.983E+02.00820.05224721.50530.50-.023000              5              4                    P 24      462623 5 3 2 1 2 2   188.0  196.0
141 2178.879442 6.616E-58 6.344E+01.00820.05219522.37410.50-.023000              1              0                    P 32      462623 5 3 2 1 2 2   252.0  260.0
141 2186.760524 3.785E-60 1.172E+02.00820.05220696.09480.50-.023000              2              1                    P 30      462623 5 3 2 1 2 2   236.0  244.0
141 2186.801165 1.643E-65 1.866E+02.00820.05223301.92030.50-.023000              4              3                    P 26      462623 5 3 2 1 2 2   204.0  212.0
141 2187.416092 3.276E-97 1.503E+01.01390.11837574.19130.85-.028500             13             12                    R  7      252623 5 3 2 1 2 2    68.0   60.0
141 2189.506127 1.035E-62 1.590E+02.00820.05221957.93550.50-.023000              3              2                    P 28      462623 5 3 2 1 2 2   220.0  228.0
141 2191.033247 3.382E-92 2.412E+01.10280.65734712.96620.60-.008500             12             11                    P  1      252623 5 3 2 1 2 2     4.0   12.0
141 2191.683107 9.371E-74 2.125E+02.00820.05227166.94760.50-.023000              7              6                    P 19      262623 5 3 2 1 2 2   148.0  156.0
141 2193.279143 4.500E-83 1.146E+02.00920.07331316.77140.50-.023000             10              9                    P 10      252623 5 3 2 1 2 2    76.0   84.0
141 2194.604366 7.374E-87 6.312E+01.02040.22932874.57580.36-.015300             11             10                    P  6      252623 5 3 2 1 2 2    44.0   52.0
141 2196.476861 1.974E-97 2.051E+01.01200.08937763.61240.50-.028800             13             12                    R  8      252623 5 3 2 1 2 2    76.0   68.0
141 2203.593607 1.021E-97 2.706E+01.01120.07337975.61590.50-.029000             13             12                    R  9      252623 5 3 2 1 2 2    84.0   76.0
141 2207.058803 2.262E-76 1.938E+02.00820.05328348.46190.50-.023000              8              7                    P 16      252623 5 3 2 1 2 2   124.0  132.0
141 2208.167369 1.751E-79 1.599E+02.00830.05629738.21470.50-.023000              9              8                    P 13      252623 5 3 2 1 2 2   100.0  108.0
141 2208.702617 4.578E-98 3.476E+01.01070.06338209.81550.50-.029000             13             12                    R 10      252623 5 3 2 1 2 2    92.0   84.0
141 2211.280887 1.899E-99 6.517E+01.01020.05139041.07800.50-.029000             13             12                    R 13      252623 5 3 2 1 2 2   116.0  108.0
141 2211.736140 1.796E-98 4.365E+01.01040.05738465.78150.50-.029000             13             12                    R 11      252623 5 3 2 1 2 2   100.0   92.0
141 2212.621641 6.205E-99 5.378E+01.01030.05338743.04120.50-.029000             13             12                    R 12      252623 5 3 2 1 2 2   108.0  100.0
141 2215.518739 2.863E-70 2.230E+02.00820.05225542.59240.50-.023000              6              5                    P 21      362623 5 3 2 1 2 2   164.0  172.0
141 2227.823164 1.233E-86 6.103E+01.03100.36732714.45440.22-.010900             11             10                    P  5      252623 5 3 2 1 2 2    36.0   44.0
141 2231.935338 1.482E-82 1.142E+02.01030.08831040.75020.50-.023100             10              9                    P  9      252623 5 3 2 1 2 2    68.0   76.0
