171 2057.622494 8.996E-44 1.474E+00.01900.01211798.86910.50-.002800              5              4                    R 24      352623 4 3 2 1 0 1   612.0  588.0
171 2057.828580 2.605E-44 1.554E+00.01900.01012072.46440.50-.002800              5              4                    R 25      352623 4 3 2 1 0 1   636.0  612.0
171 2059.203736 3.185E-34 3.001E-01.04280.076 6695.83880.50-.005600              4              3                    R  6      464624 4 3 2 1 0 1   180.0  156.0
171 2068.048338 2.630E-34 3.292E-01.03870.073 6778.27770.50-.005200              4              3                    R  7      464624 4 3 2 1 0 1   204.0  180.0
171 2069.590724 1.274E-26 2.207E-02.04740.080 2491.93840.50-.003800              2              1                    P  6      464624 4 3 2 1 0 1   132.0  156.0
171 2070.466581 1.588E-28 3.029E-07.02850.059  844.69020.50-.002800              1              0            9.5     P 11   8.5464623 3 3 2 1 0 1    40.0   36.0
171 2070.472190 1.643E-26 3.483E-05.02850.059  844.69020.50-.002800              1              0            8.5     P 11   8.5464623 3 3 2 1 0 1    36.0   36.0
171 2070.473116 2.585E-28 4.484E-07.02850.059  844.68200.50-.002800              1              0           10.5     P 11   9.5464623 3 3 2 1 0 1    44.0   40.0
171 2070.474799 2.614E-26 4.985E-05.02850.059  844.68200.50-.002800              1              0            9.5     P 11   9.5464623 3 3 2 1 0 1    40.0   40.0
171 2070.478517 2.936E-26 5.092E-05.02850.059  844.67670.50-.002800              1              0           10.5     P 11  10.5464623 3 3 2 1 0 1    44.0   44.0
171 2070.479938 8.897E-25 1.414E-03.02850.059  844.67880.50-.002800              1              0           11.5     P 11  12.5464623 3 3 2 1 0 1    48.0   52.0
171 2070.479995 8.100E-25 1.405E-03.02850.059  844.67520.50-.002800              1              0           10.5     P 11  11.5464623 3 3 2 1 0 1    44.0   48.0
171 2070.480198 9.756E-25 1.432E-03.02850.059  844.68890.50-.002800              1              0           12.5     P 11  13.5464623 3 3 2 1 0 1    52.0   56.0
171 2070.480200 7.369E-25 1.406E-03.02850.059  844.67670.50-.002800              1              0            9.5     P 11  10.5464623 3 3 2 1 0 1    40.0   44.0
171 2070.480408 6.706E-25 1.421E-03.02850.059  844.68200.50-.002800              1              0            8.5     P 11   9.5464623 3 3 2 1 0 1    36.0   40.0
171 2070.480498 6.108E-25 1.456E-03.02850.059  844.69020.50-.002800              1              0            7.5     P 11   8.5464623 3 3 2 1 0 1    32.0   36.0
171 2070.482114 2.362E-28 3.754E-07.02850.059  844.67670.50-.002800              1              0           11.5     P 11  10.5464623 3 3 2 1 0 1    48.0   44.0
171 2070.483592 2.619E-26 4.162E-05.02850.059  844.67520.50-.002800              1              0           11.5     P 11  11.5464623 3 3 2 1 0 1    48.0   48.0
171 2070.490300 1.648E-26 2.417E-05.02850.059  844.67880.50-.002800              1              0           12.5     P 11  12.5464623 3 3 2 1 0 1    52.0   52.0
171 2070.493954 1.207E-28 1.772E-07.02850.059  844.67520.50-.002800              1              0           12.5     P 11  11.5464623 3 3 2 1 0 1    52.0   48.0
171 2076.498035 2.015E-34 3.595E-01.03490.070 6872.39410.50-.004500              4              3                    R  8      464624 4 3 2 1 0 1   228.0  204.0
171 2080.624976 1.209E-30 7.483E-02.07610.088 4379.22660.50-.000100              3              2                    R  0      464624 4 3 2 1 0 1    36.0   12.0
171 2083.749011 1.875E-26 2.797E-02.05240.081 2417.05390.50-.004500              2              1                    P  5      464624 4 3 2 1 0 1   108.0  132.0
171 2084.547494 1.437E-34 3.910E-01.03150.064 6978.14830.50-.004100              4              3                    R  9      464624 4 3 2 1 0 1   252.0  228.0
171 2086.467728 7.211E-28 7.841E-07.03150.064  704.40900.50-.002800              1              0            8.5     P 10   7.5464723 3 3 2 1 0 1    36.0   32.0
171 2086.473440 6.055E-26 7.410E-05.03150.064  704.40900.50-.002800              1              0            7.5     P 10   7.5464723 3 3 2 1 0 1    32.0   32.0
171 2086.473969 1.161E-27 1.137E-06.03150.064  704.40100.50-.002800              1              0            9.5     P 10   8.5464723 3 3 2 1 0 1    40.0   36.0
171 2086.475857 9.615E-26 1.046E-04.03150.064  704.40100.50-.002800              1              0            8.5     P 10   8.5464723 3 3 2 1 0 1    36.0   36.0
171 2086.479456 1.081E-25 1.059E-04.03150.064  704.39550.50-.002800              1              0            9.5     P 10   9.5464723 3 3 2 1 0 1    40.0   40.0
171 2086.481014 2.733E-24 2.433E-03.03150.064  704.39740.50-.002800              1              0           10.5     P 10  11.5464723 3 3 2 1 0 1    44.0   48.0
171 2086.481101 2.465E-24 2.413E-03.03150.064  704.39390.50-.002800              1              0            9.5     P 10  10.5464723 3 3 2 1 0 1    40.0   44.0
171 2086.481288 3.027E-24 2.470E-03.03150.064  704.40750.50-.002800              1              0           11.5     P 10  12.5464723 3 3 2 1 0 1    48.0   52.0
171 2086.481343 2.219E-24 2.415E-03.03150.064  704.39550.50-.002800              1              0            8.5     P 10   9.5464723 3 3 2 1 0 1    36.0   40.0
171 2086.481569 1.998E-24 2.446E-03.03150.064  704.40100.50-.002800              1              0            7.5     P 10   8.5464723 3 3 2 1 0 1    32.0   36.0
171 2086.481635 1.802E-24 2.520E-03.03150.064  704.40900.50-.002800              1              0            6.5     P 10   7.5464723 3 3 2 1 0 1    28.0   32.0
171 2086.482892 1.051E-27 9.350E-07.03150.064  704.39550.50-.002800              1              0           10.5     P 10   9.5464723 3 3 2 1 0 1    44.0   40.0
171 2086.484537 9.645E-26 8.583E-05.03150.064  704.39390.50-.002800              1              0           10.5     P 10  10.5464723 3 3 2 1 0 1    44.0   44.0
171 2086.491431 6.077E-26 4.957E-05.03150.064  704.39740.50-.002800              1              0           11.5     P 10  11.5464723 3 3 2 1 0 1    48.0   48.0
171 2086.494955 5.328E-28 4.349E-07.03150.064  704.39390.50-.002800              1              0           11.5     P 10  10.5464723 3 3 2 1 0 1    48.0   44.0
171 2092.088496 2.539E-30 1.012E-01.06960.087 4391.39170.50-.002300              3              2                    R  1      464624 4 3 2 1 0 1    60.0   36.0
171 2092.191337 9.575E-35 4.238E-01.02850.060 7095.49570.50-.003000              4              3                    R 10      464624 4 3 2 1 0 1   276.0  252.0
171 2097.587432 2.447E-26 3.511E-02.05770.083 2354.60480.50-.004700              2              1                    P  4      464624 4 3 2 1 0 1    84.0  108.0
171 2099.424138 5.969E-35 4.579E-01.02590.054 7224.38670.50-.001900              4              3                    R 11      464624 4 3 2 1 0 1   300.0  276.0
171 2102.176253 2.849E-27 1.903E-06.03490.069  576.70780.50-.003700              1              0            7.5     P  9   6.5464724 3 3 2 1 0 1    32.0   28.0
171 2102.182089 1.894E-25 1.446E-04.03490.069  576.70780.50-.003700              1              0            6.5     P  9   6.5464724 3 3 2 1 0 1    28.0   28.0
171 2102.182133 4.526E-27 2.687E-06.03490.069  576.69980.50-.003700              1              0            8.5     P  9   7.5464724 3 3 2 1 0 1    36.0   32.0
171 2102.184271 3.003E-25 2.006E-04.03490.069  576.69980.50-.003700              1              0            7.5     P  9   7.5464724 3 3 2 1 0 1    32.0   32.0
171 2102.187720 3.376E-25 2.004E-04.03490.069  576.69420.50-.003700              1              0            8.5     P  9   8.5464724 3 3 2 1 0 1    36.0   36.0
171 2102.189437 7.003E-24 3.742E-03.03490.069  576.69570.50-.003700              1              0            9.5     P  9  10.5464724 3 3 2 1 0 1    40.0   44.0
171 2102.189565 6.235E-24 3.702E-03.03490.069  576.69240.50-.003700              1              0            8.5     P  9   9.5464724 3 3 2 1 0 1    36.0   40.0
171 2102.189730 7.846E-24 3.812E-03.03490.069  576.70590.50-.003700              1              0           10.5     P  9  11.5464724 3 3 2 1 0 1    44.0   48.0
171 2102.189859 5.543E-24 3.702E-03.03490.069  576.69420.50-.003700              1              0            7.5     P  9   8.5464724 3 3 2 1 0 1    32.0   36.0
171 2102.190107 4.926E-24 3.760E-03.03490.069  576.69980.50-.003700              1              0            6.5     P  9   7.5464724 3 3 2 1 0 1    28.0   32.0
171 2102.190141 4.384E-24 3.905E-03.03490.069  576.70780.50-.003700              1              0            5.5     P  9   6.5464724 3 3 2 1 0 1    24.0   28.0
171 2102.190958 4.049E-27 2.164E-06.03490.069  576.69420.50-.003700              1              0            9.5     P  9   8.5464724 3 3 2 1 0 1    40.0   36.0
171 2102.192803 3.016E-25 1.611E-04.03490.069  576.69240.50-.003700              1              0            9.5     P  9   9.5464724 3 3 2 1 0 1    40.0   40.0
171 2102.199928 1.903E-25 9.244E-05.03490.069  576.69570.50-.003700              1              0           10.5     P  9  10.5464724 3 3 2 1 0 1    44.0   44.0
171 2102.203294 2.036E-27 9.894E-07.03490.069  576.69240.50-.003700              1              0           10.5     P  9   9.5464724 3 3 2 1 0 1    44.0   40.0
171 2103.193756 3.749E-30 1.214E-01.06340.084 4415.71680.50-.002600              3              2                    R  2      464624 4 3 2 1 0 1    84.0   60.0
171 2106.240416 3.488E-35 4.934E-01.02370.049 7364.76680.50-.001300              4              3                    R 12      454624 4 3 2 1 0 1   324.0  300.0
171 2109.760499 1.514E-50 2.113E+00.01900.01115166.64570.50-.002800              4              3                    R 39      452623 4 3 2 1 0 1   972.0  948.0
171 2111.101066 2.773E-26 4.425E-02.06340.084 2304.61580.50-.003300              2              1                    P  3      464624 4 3 2 1 0 1    60.0   84.0
171 2112.634632 1.914E-35 5.303E-01.02190.044 7516.57670.50-.001400              4              3                    R 13      454624 4 3 2 1 0 1   348.0  324.0
171 2113.935742 4.616E-30 1.402E-01.05770.083 4452.19220.50-.002800              3              2                    R  3      464624 4 3 2 1 0 1   108.0   84.0
171 2116.750262 1.042E-49 2.022E+00.01900.01114754.23440.50-.002800              4              3                    R 38      452623 4 3 2 1 0 1   948.0  924.0
171 2117.587241 1.028E-26 4.552E-06.03870.072  461.63570.50-.004200              1              0            6.5     P  8   5.5464724 3 3 2 1 0 1    28.0   24.0
171 2117.592663 1.604E-26 6.213E-06.03870.072  461.62780.50-.004200              1              0            7.5     P  8   6.5464724 3 3 2 1 0 1    32.0   28.0
171 2117.593229 5.243E-25 2.708E-04.03870.072  461.63570.50-.004200              1              0            5.5     P  8   5.5464724 3 3 2 1 0 1    24.0   24.0
171 2117.595120 8.290E-25 3.670E-04.03870.072  461.62780.50-.004200              1              0            6.5     P  8   6.5464724 3 3 2 1 0 1    28.0   28.0
171 2117.598372 9.320E-25 3.610E-04.03870.072  461.62210.50-.004200              1              0            7.5     P  8   7.5464724 3 3 2 1 0 1    32.0   32.0
171 2117.600275 1.551E-23 5.341E-03.03870.072  461.62320.50-.004200              1              0            8.5     P  8   9.5464724 3 3 2 1 0 1    36.0   40.0
171 2117.600463 1.359E-23 5.265E-03.03870.072  461.62010.50-.004200              1              0            7.5     P  8   8.5464724 3 3 2 1 0 1    32.0   36.0
171 2117.600593 1.764E-23 5.468E-03.03870.072  461.63350.50-.004200              1              0            9.5     P  8  10.5464724 3 3 2 1 0 1    40.0   44.0
171 2117.600829 1.188E-23 5.261E-03.03870.072  461.62210.50-.004200              1              0            6.5     P  8   7.5464724 3 3 2 1 0 1    28.0   32.0
171 2117.601095 9.088E-24 5.633E-03.03870.072  461.63570.50-.004200              1              0            4.5     P  8   5.5464724 3 3 2 1 0 1    20.0   24.0
171 2117.601108 1.038E-23 5.362E-03.03870.072  461.62780.50-.004200              1              0            5.5     P  8   6.5464724 3 3 2 1 0 1    24.0   28.0
171 2117.601355 1.416E-26 4.874E-06.03870.072  461.62210.50-.004200              1              0            8.5     P  8   7.5464724 3 3 2 1 0 1    36.0   32.0
171 2117.603446 8.341E-25 2.872E-04.03870.072  461.62010.50-.004200              1              0            8.5     P  8   8.5464724 3 3 2 1 0 1    36.0   36.0
171 2117.610862 5.276E-25 1.635E-04.03870.072  461.62320.50-.004200              1              0            9.5     P  8   9.5464724 3 3 2 1 0 1    40.0   40.0
171 2117.614033 7.037E-27 2.181E-06.03870.072  461.62010.50-.004200              1              0            9.5     P  8   8.5464724 3 3 2 1 0 1    40.0   36.0
171 2118.601185 9.869E-36 5.687E-01.02050.039 7679.75210.50-.002800              4              3                    R 14      454623 4 3 2 1 0 1   372.0  348.0
171 2123.107519 6.892E-49 1.935E+00.01900.01114350.02730.50-.002800              4              3                    R 37      452623 4 3 2 1 0 1   924.0  900.0
171 2124.134402 4.789E-36 6.085E-01.01900.035 7854.22390.50-.002800              4              3                    R 15      452623 4 3 2 1 0 1   396.0  372.0
171 2124.284981 2.593E-26 5.820E-02.06960.087 2267.10670.50-.002500              2              1                    P  2      464624 4 3 2 1 0 1    36.0   60.0
171 2124.309424 5.001E-30 1.589E-01.05240.081 4500.80290.50-.003300              3              2                    R  4      464624 4 3 2 1 0 1   132.0  108.0
171 2128.846003 4.373E-48 1.851E+00.01900.01113954.20880.50-.002800              4              3                    R 36      452623 4 3 2 1 0 1   900.0  876.0
171 2129.228535 2.189E-36 6.499E-01.01900.030 8039.91800.50-.002800              4              3                    R 16      452623 4 3 2 1 0 1   420.0  396.0
171 2132.695779 3.502E-26 1.116E-05.04280.076  359.23730.50-.004300              1              0            5.5     P  7   4.5464724 3 3 2 1 0 1    24.0   20.0
171 2132.700600 5.336E-26 1.457E-05.04280.076  359.22960.50-.004300              1              0            6.5     P  7   5.5464724 3 3 2 1 0 1    28.0   24.0
171 2132.701959 1.313E-24 5.021E-04.04280.076  359.23730.50-.004300              1              0            4.5     P  7   4.5464724 3 3 2 1 0 1    20.0   20.0
171 2132.703475 2.070E-24 6.590E-04.04280.076  359.22960.50-.004300              1              0            5.5     P  7   5.5464724 3 3 2 1 0 1    24.0   24.0
171 2132.706458 2.329E-24 6.355E-04.04280.076  359.22370.50-.004300              1              0            6.5     P  7   6.5464724 3 3 2 1 0 1    28.0   28.0
171 2132.708581 3.023E-23 7.223E-03.04280.076  359.22430.50-.004300              1              0            7.5     P  7   8.5464724 3 3 2 1 0 1    32.0   36.0
171 2132.708861 2.594E-23 7.082E-03.04280.076  359.22140.50-.004300              1              0            6.5     P  7   7.5464724 3 3 2 1 0 1    28.0   32.0
171 2132.708933 3.507E-23 7.445E-03.04280.076  359.23460.50-.004300              1              0            8.5     P  7   9.5464724 3 3 2 1 0 1    36.0   40.0
171 2132.709100 4.626E-26 1.105E-05.04280.076  359.22370.50-.004300              1              0            7.5     P  7   6.5464724 3 3 2 1 0 1    32.0   28.0
171 2132.709334 2.217E-23 7.061E-03.04280.076  359.22370.50-.004300              1              0            5.5     P  7   6.5464724 3 3 2 1 0 1    24.0   28.0
171 2132.709569 1.618E-23 7.732E-03.04280.076  359.23730.50-.004300              1              0            3.5     P  7   4.5464724 3 3 2 1 0 1    16.0   20.0
171 2132.709655 1.892E-23 7.230E-03.04280.076  359.22960.50-.004300              1              0            4.5     P  7   5.5464724 3 3 2 1 0 1    20.0   24.0
171 2132.711502 2.089E-24 4.991E-04.04280.076  359.22140.50-.004300              1              0            7.5     P  7   7.5464724 3 3 2 1 0 1    32.0   32.0
171 2132.719296 1.326E-24 2.815E-04.04280.076  359.22430.50-.004300              1              0            8.5     P  7   8.5464724 3 3 2 1 0 1    36.0   36.0
171 2132.722218 2.268E-26 4.816E-06.04280.076  359.22140.50-.004300              1              0            8.5     P  7   7.5464724 3 3 2 1 0 1    36.0   32.0
171 2133.877752 9.434E-37 6.927E-01.01900.027 8236.75580.50-.002800              4              3                    R 17      452623 4 3 2 1 0 1   444.0  420.0
171 2133.978543 2.660E-47 1.769E+00.01900.01113566.95800.50-.002800              4              3                    R 35      452623 4 3 2 1 0 1   876.0  852.0
171 2134.309756 4.883E-30 1.781E-01.04740.079 4561.52910.50-.004500              3              2                    R  5      464624 4 3 2 1 0 1   156.0  132.0
171 2137.134233 1.692E-26 1.021E-01.07610.089 2242.09240.50-.001000              2              1                    P  1      464624 4 3 2 1 0 1    12.0   36.0
171 2138.076124 3.837E-37 7.371E-01.01900.024 8444.65360.50-.002800              4              3                    R 18      452623 4 3 2 1 0 1   468.0  444.0
171 2138.517158 1.550E-46 1.691E+00.01900.01113188.44890.50-.002800              4              3                    R 34      452623 4 3 2 1 0 1   852.0  828.0
171 2141.817620 1.474E-37 7.830E-01.01900.021 8663.52290.50-.002800              4              3                    R 19      452623 4 3 2 1 0 1   492.0  468.0
171 2142.473148 8.644E-46 1.615E+00.01900.01112818.85090.50-.002800              4              3                    R 33      452623 4 3 2 1 0 1   828.0  804.0
171 2143.931678 4.355E-30 1.979E-01.04280.076 4634.34600.50-.005600              3              2                    R  6      464624 4 3 2 1 0 1   180.0  156.0
171 2145.096095 5.350E-38 8.306E-01.01900.018 8893.27050.50-.002800              4              3                    R 20      452623 4 3 2 1 0 1   516.0  492.0
171 2145.857171 4.608E-45 1.542E+00.01900.01112458.32830.50-.002800              4              3                    R 32      452623 4 3 2 1 0 1   804.0  780.0
171 2147.496976 1.165E-25 2.919E-05.04740.080  269.55210.50-.003800              1              0            4.5     P  6   3.5464724 3 3 2 1 0 1    20.0   16.0
171 2147.500966 1.716E-25 3.584E-05.04740.080  269.54460.50-.003800              1              0            5.5     P  6   4.5464724 3 3 2 1 0 1    24.0   20.0
171 2147.503403 3.029E-24 9.489E-04.04740.080  269.55210.50-.003800              1              0            3.5     P  6   3.5464724 3 3 2 1 0 1    16.0   16.0
171 2147.504422 4.745E-24 1.189E-03.04740.080  269.54460.50-.003800              1              0            4.5     P  6   4.5464724 3 3 2 1 0 1    20.0   20.0
171 2147.507011 5.345E-24 1.116E-03.04740.080  269.53860.50-.003800              1              0            5.5     P  6   5.5464724 3 3 2 1 0 1    24.0   24.0
171 2147.509167 1.452E-25 2.600E-05.04740.080  269.53860.50-.003800              1              0            6.5     P  6   5.5464724 3 3 2 1 0 1    28.0   24.0
171 2147.509392 5.229E-23 9.361E-03.04740.080  269.53840.50-.003800              1              0            6.5     P  6   7.5464724 3 3 2 1 0 1    28.0   32.0
171 2147.509794 6.228E-23 9.757E-03.04740.080  269.54890.50-.003800              1              0            7.5     P  6   8.5464724 3 3 2 1 0 1    32.0   36.0
171 2147.509824 4.356E-23 9.099E-03.04740.080  269.53580.50-.003800              1              0            5.5     P  6   6.5464724 3 3 2 1 0 1    24.0   28.0
171 2147.510467 3.603E-23 9.031E-03.04740.080  269.53860.50-.003800              1              0            4.5     P  6   5.5464724 3 3 2 1 0 1    20.0   24.0
171 2147.510642 2.453E-23 1.025E-02.04740.080  269.55210.50-.003800              1              0            2.5     P  6   3.5464724 3 3 2 1 0 1    12.0   16.0
171 2147.510849 2.969E-23 9.301E-03.04740.080  269.54460.50-.003800              1              0            3.5     P  6   4.5464724 3 3 2 1 0 1    16.0   20.0
171 2147.511980 4.818E-24 8.627E-04.04740.080  269.53580.50-.003800              1              0            6.5     P  6   6.5464724 3 3 2 1 0 1    28.0   28.0
171 2147.520282 3.076E-24 4.819E-04.04740.080  269.53840.50-.003800              1              0            7.5     P  6   7.5464724 3 3 2 1 0 1    32.0   32.0
171 2147.522869 6.994E-26 1.096E-05.04740.080  269.53580.50-.003800              1              0            7.5     P  6   6.5464724 3 3 2 1 0 1    32.0   28.0
171 2147.905272 1.837E-38 8.798E-01.01900.017 9133.79840.50-.002800              4              3                    R 21      452623 4 3 2 1 0 1   540.0  516.0
171 2148.679305 2.347E-44 1.472E+00.01900.01112107.04080.50-.002800              4              3                    R 31      452623 4 3 2 1 0 1   780.0  756.0
171 2150.238736 5.973E-39 9.306E-01.01900.015 9385.00380.50-.002800              4              3                    R 22      452623 4 3 2 1 0 1   564.0  540.0
171 2150.949115 1.140E-43 1.403E+00.01900.01111765.14300.50-.002800              4              3                    R 30      452623 4 3 2 1 0 1   756.0  732.0
171 2152.089908 1.840E-39 9.832E-01.01900.013 9646.77920.50-.002800              4              3                    R 23      452623 4 3 2 1 0 1   588.0  564.0
171 2152.675702 5.285E-43 1.337E+00.01900.01111432.78510.50-.002800              4              3                    R 29      452623 4 3 2 1 0 1   732.0  708.0
171 2153.170114 3.576E-30 2.184E-01.03870.073 4719.22400.50-.005200              3              2                    R  7      464624 4 3 2 1 0 1   204.0  180.0
171 2153.452038 5.374E-40 1.038E+00.01900.012 9919.01240.50-.002800              4              3                    R 24      452623 4 3 2 1 0 1   612.0  588.0
171 2153.867752 2.333E-42 1.273E+00.01900.01111110.11220.50-.002800              4              3                    R 28      452623 4 3 2 1 0 1   708.0  684.0
171 2154.318178 1.489E-40 1.094E+00.01900.01010201.58640.50-.002800              4              3                    R 25      452623 4 3 2 1 0 1   636.0  612.0
171 2154.533579 9.806E-42 1.211E+00.01900.01110797.26500.50-.002800              4              3                    R 27      452623 4 3 2 1 0 1   684.0  660.0
171 2154.681162 3.920E-41 1.152E+00.01900.01110494.37940.50-.002800              4              3                    R 26      452623 4 3 2 1 0 1   660.0  636.0
171 2161.808942 2.333E-26 4.519E-02.07610.088 2229.58270.50-.000100              2              1                    R  0      464624 4 3 2 1 0 1    36.0   12.0
171 2161.986009 3.940E-25 8.602E-05.05240.081  192.61480.50-.004500              1              0            3.5     P  5   2.5464724 3 3 2 1 0 1    16.0   12.0
171 2161.988770 5.516E-25 9.635E-05.05240.081  192.60770.50-.004500              1              0            4.5     P  5   3.5464724 3 3 2 1 0 1    20.0   16.0
171 2161.992772 6.502E-24 1.893E-03.05240.081  192.61480.50-.004500              1              0            2.5     P  5   2.5464724 3 3 2 1 0 1    12.0   12.0
171 2161.993092 1.009E-23 2.202E-03.05240.081  192.60770.50-.004500              1              0            3.5     P  5   3.5464724 3 3 2 1 0 1    16.0   16.0
171 2161.995059 1.141E-23 1.993E-03.05240.081  192.60150.50-.004500              1              0            4.5     P  5   4.5464724 3 3 2 1 0 1    20.0   20.0
171 2161.996459 4.515E-25 6.572E-05.05240.081  192.60150.50-.004500              1              0            5.5     P  5   4.5464724 3 3 2 1 0 1    24.0   20.0
171 2161.997728 8.020E-23 1.167E-02.05240.081  192.60020.50-.004500              1              0            5.5     P  5   6.5464724 3 3 2 1 0 1    24.0   28.0
171 2161.998204 9.929E-23 1.239E-02.05240.081  192.61080.50-.004500              1              0            6.5     P  5   7.5464724 3 3 2 1 0 1    28.0   32.0
171 2161.998439 6.389E-23 1.116E-02.05240.081  192.59810.50-.004500              1              0            4.5     P  5   5.5464724 3 3 2 1 0 1    20.0   24.0
171 2161.999381 5.020E-23 1.096E-02.05240.081  192.60150.50-.004500              1              0            3.5     P  5   4.5464724 3 3 2 1 0 1    16.0   20.0
171 2161.999425 3.034E-23 1.325E-02.05240.081  192.61480.50-.004500              1              0            1.5     P  5   2.5464724 3 3 2 1 0 1     8.0   12.0
171 2161.999839 1.037E-23 1.510E-03.05240.081  192.59810.50-.004500              1              0            5.5     P  5   5.5464724 3 3 2 1 0 1    24.0   24.0
171 2161.999855 3.901E-23 1.136E-02.05240.081  192.60770.50-.004500              1              0            2.5     P  5   3.5464724 3 3 2 1 0 1    12.0   16.0
171 2162.008862 6.684E-24 8.340E-04.05240.081  192.60020.50-.004500              1              0            6.5     P  5   6.5464724 3 3 2 1 0 1    28.0   28.0
171 2162.010973 2.123E-25 2.649E-05.05240.081  192.59810.50-.004500              1              0            6.5     P  5   5.5464724 3 3 2 1 0 1    28.0   24.0
171 2162.019970 2.717E-30 2.398E-01.03490.070 4816.12830.50-.004500              3              2                    R  8      464624 4 3 2 1 0 1   228.0  204.0
171 2170.476136 1.918E-30 2.621E-01.03150.064 4925.01950.50-.004100              3              2                    R  9      464624 4 3 2 1 0 1   252.0  228.0
171 2173.624482 4.941E-26 6.169E-02.06960.087 2242.09240.50-.002300              2              1                    R  1      464624 4 3 2 1 0 1    60.0   36.0
171 2176.158318 1.449E-24 3.129E-04.05770.083  128.45530.50-.004700              1              0            2.5     P  4   1.5464724 3 3 2 1 0 1    12.0    8.0
171 2176.159050 1.863E-24 3.018E-04.05770.083  128.44880.50-.004700              1              0            3.5     P  4   2.5464724 3 3 2 1 0 1    16.0   12.0
171 2176.164828 1.987E-23 4.293E-03.05770.083  128.44880.50-.004700              1              0            2.5     P  4   2.5464724 3 3 2 1 0 1    12.0   12.0
171 2176.165562 1.304E-23 4.225E-03.05770.083  128.45530.50-.004700              1              0            1.5     P  4   1.5464724 3 3 2 1 0 1     8.0    8.0
171 2176.165667 2.277E-23 3.688E-03.05770.083  128.44220.50-.004700              1              0            3.5     P  4   3.5464724 3 3 2 1 0 1    16.0   16.0
171 2176.165718 1.449E-24 1.878E-04.05770.083  128.44220.50-.004700              1              0            4.5     P  4   3.5464724 3 3 2 1 0 1    20.0   16.0
171 2176.168574 1.079E-22 1.398E-02.05770.083  128.43930.50-.004700              1              0            4.5     P  4   5.5464724 3 3 2 1 0 1    20.0   24.0
171 2176.169173 1.420E-22 1.533E-02.05770.083  128.45020.50-.004700              1              0            5.5     P  4   6.5464724 3 3 2 1 0 1    24.0   28.0
171 2176.169895 7.969E-23 1.291E-02.05770.083  128.43800.50-.004700              1              0            3.5     P  4   4.5464724 3 3 2 1 0 1    16.0   20.0
171 2176.169946 2.107E-23 2.731E-03.05770.083  128.43800.50-.004700              1              0            4.5     P  4   4.5464724 3 3 2 1 0 1    20.0   20.0
171 2176.171155 2.608E-23 1.690E-02.05770.083  128.45530.50-.004700              1              0            0.5     P  4   1.5464724 3 3 2 1 0 1     4.0    8.0
171 2176.171445 5.693E-23 1.229E-02.05770.083  128.44220.50-.004700              1              0            2.5     P  4   3.5464724 3 3 2 1 0 1    12.0   16.0
171 2176.172072 3.912E-23 1.267E-02.05770.083  128.44880.50-.004700              1              0            1.5     P  4   2.5464724 3 3 2 1 0 1     8.0   12.0
171 2176.180070 1.383E-23 1.494E-03.05770.083  128.43930.50-.004700              1              0            5.5     P  4   5.5464724 3 3 2 1 0 1    24.0   24.0
171 2176.181441 6.591E-25 7.119E-05.05770.083  128.43800.50-.004700              1              0            5.5     P  4   4.5464724 3 3 2 1 0 1    24.0   20.0
171 2178.533482 1.262E-30 2.853E-01.02850.060 5045.85320.50-.003000              3              2                    R 10      464624 4 3 2 1 0 1   276.0  252.0
171 2185.085532 7.335E-26 7.465E-02.06340.084 2267.10670.50-.002600              2              1                    R  2      464624 4 3 2 1 0 1    84.0   60.0
171 2186.186858 7.747E-31 3.094E-01.02590.054 5178.58000.50-.001900              3              2                    R 11      464624 4 3 2 1 0 1   300.0  276.0
171 2190.007230 7.231E-24 1.232E-03.06340.084   77.09320.50-.003300              1              0            2.5     P  3   1.5464724 3 3 2 1 0 1    12.0    8.0
171 2190.010629 6.697E-24 1.712E-03.06340.084   77.09870.50-.003300              1              0            1.5     P  3   0.5464724 3 3 2 1 0 1     8.0    4.0
171 2190.011239 5.166E-24 6.602E-04.06340.084   77.08610.50-.003300              1              0            3.5     P  3   2.5464724 3 3 2 1 0 1    16.0   12.0
171 2190.014318 4.184E-23 7.128E-03.06340.084   77.08610.50-.003300              1              0            2.5     P  3   2.5464724 3 3 2 1 0 1    12.0   12.0
171 2190.016102 3.429E-23 8.765E-03.06340.084   77.09320.50-.003300              1              0            1.5     P  3   1.5464724 3 3 2 1 0 1     8.0    8.0
171 2190.016841 1.228E-22 1.569E-02.06340.084   77.08050.50-.003300              1              0            3.5     P  3   4.5464724 3 3 2 1 0 1    16.0   20.0
171 2190.016892 4.082E-23 5.217E-03.06340.084   77.08050.50-.003300              1              0            3.5     P  3   3.5464724 3 3 2 1 0 1    16.0   16.0
171 2190.017664 1.808E-22 1.849E-02.06340.084   77.09180.50-.003300              1              0            4.5     P  3   5.5464724 3 3 2 1 0 1    20.0   24.0
171 2190.018625 2.344E-23 1.198E-02.06340.084   77.09870.50-.003300              1              0            0.5     P  3   0.5464724 3 3 2 1 0 1     4.0    4.0
171 2190.019972 7.751E-23 1.321E-02.06340.084   77.08050.50-.003300              1              0            2.5     P  3   3.5464724 3 3 2 1 0 1    12.0   16.0
171 2190.023190 4.341E-23 1.109E-02.06340.084   77.08610.50-.003300              1              0            1.5     P  3   2.5464724 3 3 2 1 0 1     8.0   12.0
