161 2241.770050 3.270E-24 4.497E+00.01600.053 2246.16560.500.000000              1              0           14.5     P 16  15.5463400 5 3 1 1 0 0    60.0   64.0
161 2241.770080 3.483E-24 4.489E+00.01600.053 2246.16620.500.000000              1              0           15.5     P 16  16.5463400 5 3 1 1 0 0    64.0   68.0
161 2241.770650 2.651E-26 3.417E-02.01600.053 2246.16560.500.000000              1              0           15.5     P 16  15.5463400 5 3 1 1 0 0    64.0   64.0
161 2241.774711 1.990E-26 2.736E-02.01600.053 2246.16100.500.000000              1              0           14.5     P 16  14.5463400 5 3 1 1 0 0    60.0   60.0
161 2241.775312 4.012E-29 5.183E-05.01600.053 2246.16100.500.000000              1              0           15.5     P 16  14.5463400 5 3 1 1 0 0    64.0   60.0
161 2243.695938 2.738E-46 5.304E+00.02000.05913001.39940.500.000000              6              5                    R 12      463400 6 3 1 1 0 0   216.0  200.0
161 2245.414265 8.717E-27 8.128E+00.02200.063 3817.21060.500.000000              2              1                    P 12      463400 6 3 1 1 0 0   184.0  200.0
161 2246.028507 1.959E-61 7.589E-01.01500.05019974.46190.500.000000              6              5                    R 34      453400 6 3 1 1 0 0   568.0  552.0
161 2250.200174 9.302E-40 8.667E+00.08000.136 9781.39710.500.000000              5              4                    R  3      463400 6 3 1 1 0 0    72.0   56.0
161 2250.688476 1.120E-46 4.969E+00.01800.05713185.39260.500.000000              6              5                    R 13      453400 6 3 1 1 0 0   232.0  216.0
161 2253.593187 7.712E-61 3.699E-01.01500.05019537.38940.500.000000              6              5                    R 33      453400 6 3 1 1 0 0   552.0  536.0
161 2256.018327 4.257E-35 1.441E+01.09600.135 7451.18590.500.000000              4              3                    P  2      463400 6 3 1 1 0 0    24.0   40.0
161 2257.089947 4.240E-47 4.627E+00.01700.05513383.03420.500.000000              6              5                    R 14      453400 6 3 1 1 0 0   248.0  232.0
161 2258.241980 2.115E-30 1.077E+01.04800.102 5467.98690.500.000000              3              2                    P  7      463400 6 3 1 1 0 0   104.0  120.0
161 2260.337456 2.136E-60 1.332E-01.01500.05019110.29540.500.000000              6              5                    R 32      453400 6 3 1 1 0 0   536.0  520.0
161 2262.625953 8.407E-40 8.646E+00.06900.128 9840.70310.500.000000              5              4                    R  4      463400 6 3 1 1 0 0    88.0   72.0
161 2262.891543 1.487E-47 4.277E+00.01600.05313594.21270.500.000000              6              5                    R 15      453400 6 3 1 1 0 0   264.0  248.0
161 2264.407992 7.431E-26 2.740E-02.01700.055 1984.52560.500.000000              1              0           15.5     P 15  15.5463400 5 3 1 1 0 0    64.0   64.0
161 2264.408579 1.603E-28 5.904E-05.01700.055 1984.52500.500.000000              1              0           15.5     P 15  14.5463400 5 3 1 1 0 0    64.0   60.0
161 2264.412312 1.000E-23 4.540E+00.01700.055 1984.52040.500.000000              1              0           12.5     P 15  13.5463400 5 3 1 1 0 0    52.0   56.0
161 2264.412336 1.224E-23 4.512E+00.01700.055 1984.52130.500.000000              1              0           15.5     P 15  16.5463400 5 3 1 1 0 0    64.0   68.0
161 2264.412384 1.070E-23 4.509E+00.01700.055 1984.52500.500.000000              1              0           13.5     P 15  14.5463400 5 3 1 1 0 0    56.0   60.0
161 2264.412417 1.145E-23 4.501E+00.01700.055 1984.52560.500.000000              1              0           14.5     P 15  15.5463400 5 3 1 1 0 0    60.0   64.0
161 2264.413004 9.898E-26 3.892E-02.01700.055 1984.52500.500.000000              1              0           14.5     P 15  14.5463400 5 3 1 1 0 0    60.0   60.0
161 2264.417027 7.431E-26 3.131E-02.01700.055 1984.52040.500.000000              1              0           13.5     P 15  13.5463400 5 3 1 1 0 0    56.0   56.0
161 2264.417647 1.713E-28 6.733E-05.01700.055 1984.52040.500.000000              1              0           14.5     P 15  13.5463400 5 3 1 1 0 0    60.0   56.0
161 2266.192071 1.996E-26 8.146E+00.02600.067 3624.70090.500.000000              2              1                    P 11      463400 6 3 1 1 0 0   168.0  184.0
161 2266.278154 2.272E-60 1.935E-02.01500.05018693.43490.500.000000              6              5                    R 31      453400 6 3 1 1 0 0   520.0  504.0
161 2268.084348 4.832E-48 3.922E+00.01500.05213818.80880.500.000000              6              5                    R 16      453400 6 3 1 1 0 0   280.0  264.0
161 2271.431106 4.124E-60 5.049E-03.01500.05018287.05520.500.000000              6              5                    R 30      453400 6 3 1 1 0 0   504.0  488.0
161 2271.785897 2.404E-35 2.133E+01.12300.132 7420.57160.500.000000              4              3                    P  1      463400 6 3 1 1 0 0     8.0   24.0
161 2272.659327 1.455E-48 3.564E+00.01500.05114056.69540.500.000000              6              5                    R 17      453400 6 3 1 1 0 0   296.0  280.0
161 2274.543333 6.781E-40 8.547E+00.05800.116 9914.77500.500.000000              5              4                    R  5      463400 6 3 1 1 0 0   104.0   88.0
161 2275.811234 3.848E-58 7.137E-02.01500.05017891.39570.500.000000              6              5                    R 29      453400 6 3 1 1 0 0   488.0  472.0
161 2276.607301 4.056E-49 3.205E+00.01500.05014307.73790.500.000000              6              5                    R 18      453400 6 3 1 1 0 0   312.0  296.0
161 2276.621398 3.023E-30 1.084E+01.05800.116 5358.02340.500.000000              3              2                    P  6      463400 6 3 1 1 0 0    88.0  104.0
161 2279.432663 6.847E-57 2.030E-01.01500.05017506.68880.500.000000              6              5                    R 28      453400 6 3 1 1 0 0   472.0  456.0
161 2279.918931 1.046E-49 2.847E+00.01600.05014571.79390.500.000000              6              5                    R 19      453400 6 3 1 1 0 0   328.0  312.0
161 2282.308800 7.740E-56 3.876E-01.01500.05017133.15890.500.000000              6              5                    R 27      453400 6 3 1 1 0 0   456.0  440.0
161 2282.584696 2.494E-50 2.492E+00.01500.05014848.71360.500.000000              6              5                    R 20      453400 6 3 1 1 0 0   344.0  328.0
161 2284.452452 6.875E-55 6.148E-01.01500.05016771.02320.500.000000              6              5                    R 26      453400 6 3 1 1 0 0   440.0  424.0
161 2284.594862 5.482E-51 2.143E+00.01500.05015138.33940.500.000000              6              5                    R 21      453400 6 3 1 1 0 0   360.0  344.0
161 2285.875831 5.183E-54 8.764E-01.01500.05016420.49150.500.000000              6              5                    R 25      453400 6 3 1 1 0 0   424.0  408.0
161 2285.939458 1.108E-51 1.803E+00.01500.05015440.50640.500.000000              6              5                    R 22      453400 6 3 1 1 0 0   376.0  360.0
161 2285.944245 4.942E-40 8.397E+00.04800.10210003.57280.500.000000              5              4                    R  6      463400 6 3 1 1 0 0   120.0  104.0
161 2286.590664 3.439E-53 1.165E+00.01500.05016081.76620.500.000000              6              5                    R 24      453400 6 3 1 1 0 0   408.0  392.0
161 2286.599104 4.199E-26 8.163E+00.03200.073 3447.89120.500.000000              2              1                    P 10      463400 6 3 1 1 0 0   152.0  168.0
161 2286.608241 2.048E-52 1.476E+00.01500.05015755.04200.500.000000              6              5                    R 23      453400 6 3 1 1 0 0   392.0  376.0
161 2286.714387 2.581E-25 3.133E-02.01800.057 1738.60750.500.000000              1              0           14.5     P 14  14.5463400 5 3 1 1 0 0    60.0   60.0
161 2286.714994 6.372E-28 7.735E-05.01800.057 1738.60690.500.000000              1              0           14.5     P 14  13.5463400 5 3 1 1 0 0    60.0   56.0
161 2286.718705 3.002E-23 4.554E+00.01800.057 1738.60220.500.000000              1              0           11.5     P 14  12.5463400 5 3 1 1 0 0    48.0   52.0
161 2286.718732 3.728E-23 4.522E+00.01800.057 1738.60310.500.000000              1              0           14.5     P 14  15.5463400 5 3 1 1 0 0    60.0   64.0
161 2286.718776 3.226E-23 4.518E+00.01800.057 1738.60690.500.000000              1              0           12.5     P 14  13.5463400 5 3 1 1 0 0    52.0   56.0
161 2286.718815 3.467E-23 4.509E+00.01800.057 1738.60750.500.000000              1              0           13.5     P 14  14.5463400 5 3 1 1 0 0    56.0   60.0
161 2286.719422 3.437E-25 4.469E-02.01800.057 1738.60690.500.000000              1              0           13.5     P 14  13.5463400 5 3 1 1 0 0    56.0   56.0
161 2286.723401 2.581E-25 3.614E-02.01800.057 1738.60220.500.000000              1              0           12.5     P 14  12.5463400 5 3 1 1 0 0    52.0   52.0
161 2286.724047 6.846E-28 8.901E-05.01800.057 1738.60220.500.000000              1              0           13.5     P 14  12.5463400 5 3 1 1 0 0    56.0   52.0
161 2294.587164 3.894E-30 1.096E+01.06900.128 5263.66360.500.000000              3              2                    P  5      463400 6 3 1 1 0 0    72.0   88.0
161 2296.820615 3.281E-40 8.211E+00.04100.09010107.04800.500.000000              5              4                    R  7      463400 6 3 1 1 0 0   136.0  120.0
161 2301.943708 2.448E-35 6.902E+00.12300.132 7405.26050.500.000000              4              3                    R  0      463400 6 3 1 1 0 0    24.0    8.0
161 2306.626933 8.095E-26 8.182E+00.03900.080 3286.87050.500.000000              2              1                    P  9      463400 6 3 1 1 0 0   136.0  152.0
161 2307.164403 1.994E-40 7.997E+00.03900.08010225.14450.500.000000              5              4                    R  8      463400 6 3 1 1 0 0   152.0  136.0
161 2308.676250 8.339E-25 3.613E-02.02000.059 1508.53260.500.000000              1              0           13.5     P 13  13.5463400 5 3 1 1 0 0    56.0   56.0
161 2308.676881 2.383E-27 1.032E-04.02000.059 1508.53190.500.000000              1              0           13.5     P 13  12.5463400 5 3 1 1 0 0    56.0   52.0
161 2308.680564 8.279E-23 4.566E+00.02000.059 1508.52730.500.000000              1              0           10.5     P 13  11.5463400 5 3 1 1 0 0    44.0   48.0
161 2308.680598 1.046E-22 4.530E+00.02000.059 1508.52820.500.000000              1              0           13.5     P 13  14.5463400 5 3 1 1 0 0    56.0   60.0
161 2308.680636 8.951E-23 4.524E+00.02000.059 1508.53190.500.000000              1              0           11.5     P 13  12.5463400 5 3 1 1 0 0    48.0   52.0
161 2308.680681 9.675E-23 4.514E+00.02000.059 1508.53260.500.000000              1              0           12.5     P 13  13.5463400 5 3 1 1 0 0    52.0   56.0
161 2308.681312 1.110E-24 5.181E-02.02000.059 1508.53190.500.000000              1              0           12.5     P 13  12.5463400 5 3 1 1 0 0    52.0   52.0
161 2308.685244 8.339E-25 4.215E-02.02000.059 1508.52730.500.000000              1              0           11.5     P 13  11.5463400 5 3 1 1 0 0    48.0   48.0
161 2308.685920 2.573E-27 1.201E-04.02000.059 1508.52730.500.000000              1              0           12.5     P 13  11.5463400 5 3 1 1 0 0    52.0   48.0
161 2312.131022 4.459E-30 1.117E+01.08000.136 5184.95600.500.000000              3              2                    P  4      463400 6 3 1 1 0 0    56.0   72.0
161 2316.317789 4.413E-35 8.143E+00.09600.135 7420.57160.500.000000              4              3                    R  1      463400 6 3 1 1 0 0    40.0   24.0
161 2316.967546 1.113E-40 7.762E+00.03200.07310357.79800.500.000000              5              4                    R  9      463400 6 3 1 1 0 0   168.0  152.0
161 2317.052774 4.552E-63 1.867E-01.01500.05020474.12100.500.000000              5              4                    R 39      453400 6 3 1 1 0 0   648.0  632.0
161 2326.221985 5.721E-41 7.508E+00.02600.06710504.93650.500.000000              5              4                    R 10      463400 6 3 1 1 0 0   184.0  168.0
161 2326.267127 1.426E-25 8.206E+00.04100.090 3141.71980.500.000000              2              1                    P  8      463400 6 3 1 1 0 0   120.0  136.0
161 2327.692333 1.243E-62 4.602E-02.01500.05019972.33670.500.000000              5              4                    R 38      453400 6 3 1 1 0 0   632.0  616.0
161 2329.244731 4.433E-30 1.162E+01.09200.138 5121.94110.500.000000              3              2                    P  3      463400 6 3 1 1 0 0    40.0   56.0
161 2330.211255 5.535E-35 8.567E+00.09200.138 7451.18590.500.000000              4              3                    R  2      463400 6 3 1 1 0 0    56.0   40.0
161 2330.284965 2.508E-24 4.209E-02.02200.063 1294.41420.500.000000              1              0           12.5     P 12  12.5463400 5 3 1 1 0 0    52.0   52.0
161 2330.285627 8.385E-27 1.408E-04.02200.063 1294.41350.500.000000              1              0           12.5     P 12  11.5463400 5 3 1 1 0 0    52.0   48.0
161 2330.289275 2.097E-22 4.576E+00.02200.063 1294.40890.500.000000              1              0            9.5     P 12  10.5463400 5 3 1 1 0 0    40.0   44.0
161 2330.289315 2.701E-22 4.533E+00.02200.063 1294.40980.500.000000              1              0           12.5     P 12  13.5463400 5 3 1 1 0 0    52.0   56.0
161 2330.289347 2.281E-22 4.526E+00.02200.063 1294.41350.500.000000              1              0           10.5     P 12  11.5463400 5 3 1 1 0 0    44.0   48.0
161 2330.289399 2.483E-22 4.515E+00.02200.063 1294.41420.500.000000              1              0           11.5     P 12  12.5463400 5 3 1 1 0 0    48.0   52.0
161 2330.290061 3.337E-24 6.070E-02.02200.063 1294.41350.500.000000              1              0           11.5     P 12  11.5463400 5 3 1 1 0 0    48.0   48.0
161 2330.293938 2.507E-24 4.974E-02.02200.063 1294.40890.500.000000              1              0           10.5     P 12  10.5463400 5 3 1 1 0 0    44.0   44.0
161 2330.294652 9.115E-27 1.658E-04.02200.063 1294.40890.500.000000              1              0           11.5     P 12  10.5463400 5 3 1 1 0 0    48.0   44.0
161 2334.919659 2.714E-41 7.240E+00.02200.06310666.47980.500.000000              5              4                    R 11      463400 6 3 1 1 0 0   200.0  184.0
161 2337.473434 4.576E-64 1.599E-04.01500.05019479.69100.500.000000              5              4                    R 37      453400 6 3 1 1 0 0   616.0  600.0
161 2343.052498 1.190E-41 6.958E+00.02000.05910842.34010.500.000000              5              4                    R 12      463400 6 3 1 1 0 0   216.0  200.0
161 2343.616088 5.723E-35 8.712E+00.08000.136 7497.08700.500.000000              4              3                    R  3      463400 6 3 1 1 0 0    72.0   56.0
161 2345.511227 2.288E-25 8.241E+00.04800.102 3012.51220.500.000000              2              1                    P  7      463400 6 3 1 1 0 0   104.0  120.0
161 2345.920066 3.627E-30 1.277E+01.09600.135 5074.65160.500.000000              3              2                    P  2      463400 6 3 1 1 0 0    24.0   40.0
161 2346.414786 8.913E-61 3.076E-02.01500.05018996.46960.500.000000              5              4                    R 36      453400 6 3 1 1 0 0   600.0  584.0
161 2350.612417 4.828E-42 6.665E+00.01800.05711032.42180.500.000000              5              4                    R 13      453400 6 3 1 1 0 0   232.0  216.0
161 2351.531900 7.020E-24 4.964E-02.02600.067 1096.35760.500.000000              1              0           11.5     P 11  11.5463400 5 3 1 1 0 0    48.0   48.0
161 2351.532599 2.785E-26 1.969E-04.02600.067 1096.35690.500.000000              1              0           11.5     P 11  10.5463400 5 3 1 1 0 0    48.0   44.0
161 2351.536204 4.861E-22 4.585E+00.02600.067 1096.35230.500.000000              1              0            8.5     P 11   9.5463400 5 3 1 1 0 0    36.0   40.0
161 2351.536253 6.413E-22 4.535E+00.02600.067 1096.35320.500.000000              1              0           11.5     P 11  12.5463400 5 3 1 1 0 0    48.0   52.0
161 2351.536276 5.334E-22 4.525E+00.02600.067 1096.35690.500.000000              1              0            9.5     P 11  10.5463400 5 3 1 1 0 0    40.0   44.0
161 2351.536338 5.848E-22 4.513E+00.02600.067 1096.35760.500.000000              1              0           10.5     P 11  11.5463400 5 3 1 1 0 0    44.0   48.0
161 2351.537037 9.339E-24 7.204E-02.02600.067 1096.35690.500.000000              1              0           10.5     P 11  10.5463400 5 3 1 1 0 0    44.0   44.0
161 2351.540851 7.017E-24 5.955E-02.02600.067 1096.35230.500.000000              1              0            9.5     P 11   9.5463400 5 3 1 1 0 0    40.0   40.0
161 2351.541612 3.050E-26 2.353E-04.02600.067 1096.35230.500.000000              1              0           10.5     P 11   9.5463400 5 3 1 1 0 0    44.0   40.0
161 2354.533783 3.450E-59 1.233E-01.01500.05018522.95020.500.000000              5              4                    R 35      453400 6 3 1 1 0 0   584.0  568.0
161 2356.524305 5.147E-35 8.725E+00.06900.128 7558.25070.500.000000              4              3                    R  4      463400 6 3 1 1 0 0    88.0   72.0
161 2357.591307 1.815E-42 6.362E+00.01700.05511236.62140.500.000000              5              4                    R 14      453400 6 3 1 1 0 0   248.0  232.0
161 2361.846657 6.851E-58 2.661E-01.01500.05018059.40360.500.000000              5              4                    R 34      453400 6 3 1 1 0 0   568.0  552.0
161 2362.148830 2.061E-30 1.893E+01.12300.132 5043.11160.500.000000              3              2                    P  1      463400 6 3 1 1 0 0     8.0   24.0
161 2363.981029 6.329E-43 6.051E+00.01600.05311454.82770.500.000000              5              4                    R 15      453400 6 3 1 1 0 0   264.0  248.0
161 2364.350817 3.325E-25 8.295E+00.05800.116 2899.31280.500.000000              2              1                    P  6      463400 6 3 1 1 0 0    88.0  104.0
161 2368.368605 1.014E-56 4.499E-01.01500.05017606.09330.500.000000              5              4                    R 33      453400 6 3 1 1 0 0   552.0  536.0
161 2368.927954 4.122E-35 8.662E+00.05800.116 7634.64480.500.000000              4              3                    R  5      463400 6 3 1 1 0 0   104.0   88.0
161 2369.773404 2.048E-43 5.732E+00.01500.05211686.92200.500.000000              5              4                    R 16      453400 6 3 1 1 0 0   280.0  264.0
161 2372.408414 1.830E-23 5.937E-02.03200.073  914.46040.500.000000              1              0           10.5     P 10  10.5463500 5 3 1 1 0 0    44.0   44.0
161 2372.409159 8.758E-26 2.841E-04.03200.073  914.45960.500.000000              1              0           10.5     P 10   9.5463500 5 3 1 1 0 0    44.0   40.0
161 2372.412709 1.030E-21 4.594E+00.03200.073  914.45510.500.000000              1              0            7.5     P 10   8.5463500 5 3 1 1 0 0    32.0   36.0
161 2372.412771 1.398E-21 4.534E+00.03200.073  914.45600.500.000000              1              0           10.5     P 10  11.5463500 5 3 1 1 0 0    44.0   48.0
161 2372.412781 1.141E-21 4.522E+00.03200.073  914.45960.500.000000              1              0            8.5     P 10   9.5463500 5 3 1 1 0 0    36.0   40.0
161 2372.412856 1.263E-21 4.507E+00.03200.073  914.46040.500.000000              1              0            9.5     P 10  10.5463500 5 3 1 1 0 0    40.0   44.0
161 2372.413602 2.434E-23 8.687E-02.03200.073  914.45960.500.000000              1              0            9.5     P 10   9.5463500 5 3 1 1 0 0    40.0   40.0
161 2372.417341 1.830E-23 7.254E-02.03200.073  914.45510.500.000000              1              0            8.5     P 10   8.5463500 5 3 1 1 0 0    36.0   36.0
161 2372.418161 9.681E-26 3.454E-04.03200.073  914.45510.500.000000              1              0            9.5     P 10   8.5463500 5 3 1 1 0 0    40.0   36.0
161 2374.113913 1.250E-55 6.671E-01.01500.05017163.27550.500.000000              5              4                    R 32      453400 6 3 1 1 0 0   536.0  520.0
161 2374.960198 6.155E-44 5.407E+00.01500.05111932.77770.500.000000              5              4                    R 17      453400 6 3 1 1 0 0   296.0  280.0
161 2379.096051 1.348E-54 9.116E-01.01500.05016731.19940.500.000000              5              4                    R 31      453400 6 3 1 1 0 0   520.0  504.0
161 2379.533113 1.719E-44 5.078E+00.01500.05012192.26080.500.000000              5              4                    R 18      453400 6 3 1 1 0 0   312.0  296.0
161 2380.819123 2.979E-35 8.552E+00.04800.102 7726.22890.500.000000              4              3                    R  6      463400 6 3 1 1 0 0   120.0  104.0
161 2382.777477 4.343E-25 8.388E+00.06900.128 2802.17850.500.000000              2              1                    P  5      463400 6 3 1 1 0 0    72.0   88.0
161 2383.327773 1.303E-53 1.178E+00.01500.05016310.10720.500.000000              5              4                    R 30      453400 6 3 1 1 0 0   504.0  488.0
161 2383.483766 4.465E-45 4.744E+00.01600.05012465.22990.500.000000              5              4                    R 19      453400 6 3 1 1 0 0   328.0  312.0
161 2386.803678 1.079E-45 4.407E+00.01500.05012751.53580.500.000000              5              4                    R 20      453400 6 3 1 1 0 0   344.0  328.0
161 2386.821192 1.146E-52 1.463E+00.01500.05015900.23400.500.000000              5              4                    R 29      453400 6 3 1 1 0 0   488.0  472.0
161 2389.484250 2.425E-46 4.069E+00.01500.05013051.02220.500.000000              5              4                    R 21      453400 6 3 1 1 0 0   360.0  344.0
161 2389.587849 9.237E-52 1.763E+00.01500.05015501.80790.500.000000              5              4                    R 28      453400 6 3 1 1 0 0   472.0  456.0
161 2391.516740 5.075E-47 3.730E+00.01500.05013363.52520.500.000000              5              4                    R 22      453400 6 3 1 1 0 0   376.0  360.0
161 2391.638812 6.869E-51 2.074E+00.01500.05015115.04990.500.000000              5              4                    R 27      453400 6 3 1 1 0 0   456.0  440.0
161 2392.189919 1.957E-35 8.407E+00.04100.090 7832.95460.500.000000              4              3                    R  7      463400 6 3 1 1 0 0   136.0  120.0
161 2392.892244 9.884E-48 3.392E+00.01500.05013688.87390.500.000000              5              4                    R 23      453400 6 3 1 1 0 0   392.0  376.0
161 2392.905868 4.453E-23 7.228E-02.03900.080  748.81230.500.000000              1              0            9.5     P  9   9.5463500 5 3 1 1 0 0    40.0   40.0
161 2392.906672 2.620E-25 4.251E-04.03900.080  748.81150.500.000000              1              0            9.5     P  9   8.5463500 5 3 1 1 0 0    40.0   36.0
161 2392.910150 1.987E-21 4.605E+00.03900.080  748.80690.500.000000              1              0            6.5     P  9   7.5463500 5 3 1 1 0 0    28.0   32.0
161 2392.910222 2.226E-21 4.514E+00.03900.080  748.81150.500.000000              1              0            7.5     P  9   8.5463500 5 3 1 1 0 0    32.0   36.0
161 2392.910230 2.793E-21 4.532E+00.03900.080  748.80790.500.000000              1              0            9.5     P  9  10.5463500 5 3 1 1 0 0    40.0   44.0
161 2392.910316 2.495E-21 4.498E+00.03900.080  748.81230.500.000000              1              0            8.5     P  9   9.5463500 5 3 1 1 0 0    36.0   40.0
161 2392.911120 5.918E-23 1.068E-01.03900.080  748.81150.500.000000              1              0            8.5     P  9   8.5463500 5 3 1 1 0 0    36.0   36.0
161 2392.914767 4.453E-23 9.030E-02.03900.080  748.80690.500.000000              1              0            7.5     P  9   7.5463500 5 3 1 1 0 0    32.0   32.0
161 2392.915664 2.929E-25 5.280E-04.03900.080  748.80690.500.000000              1              0            8.5     P  9   7.5463500 5 3 1 1 0 0    36.0   32.0
161 2392.984677 4.728E-50 2.395E+00.01500.05014740.17420.500.000000              5              4                    R 26      453400 6 3 1 1 0 0   440.0  424.0
161 2393.234013 2.110E-30 6.143E+00.12300.132 5027.33760.500.000000              3              2                    R  0      463400 6 3 1 1 0 0    24.0    8.0
161 2393.601661 1.791E-48 3.055E+00.01500.05014026.88990.500.000000              5              4                    R 24      453400 6 3 1 1 0 0   408.0  392.0
161 2393.635666 3.019E-49 2.722E+00.01500.05014377.38750.500.000000              5              4                    R 25      453400 6 3 1 1 0 0   424.0  408.0
161 2400.782814 5.033E-25 8.558E+00.08000.136 2721.15830.500.000000              2              1                    P  4      463400 6 3 1 1 0 0    56.0   72.0
161 2403.032524 1.175E-35 8.236E+00.03900.080 7954.76550.500.000000              4              3                    R  8      463400 6 3 1 1 0 0   152.0  136.0
161 2408.074211 3.802E-30 7.261E+00.09600.135 5043.11160.500.000000              3              2                    R  1      463400 6 3 1 1 0 0    40.0   24.0
161 2413.015631 1.013E-22 8.985E-02.04100.090  599.49490.500.000000              1              0            8.5     P  8   8.5463500 5 3 1 1 0 0    36.0   36.0
161 2413.016511 7.504E-25 6.656E-04.04100.090  599.49410.500.000000              1              0            8.5     P  8   7.5463500 5 3 1 1 0 0    36.0   32.0
161 2413.019893 3.470E-21 4.618E+00.04100.090  599.48950.500.000000              1              0            5.5     P  8   6.5463500 5 3 1 1 0 0    24.0   28.0
161 2413.019965 3.947E-21 4.503E+00.04100.090  599.49410.500.000000              1              0            6.5     P  8   7.5463500 5 3 1 1 0 0    28.0   32.0
161 2413.019997 5.103E-21 4.527E+00.04100.090  599.49060.500.000000              1              0            8.5     P  8   9.5463500 5 3 1 1 0 0    36.0   40.0
161 2413.020084 4.491E-21 4.483E+00.04100.090  599.49490.500.000000              1              0            7.5     P  8   8.5463500 5 3 1 1 0 0    32.0   36.0
161 2413.020964 1.345E-22 1.342E-01.04100.090  599.49410.500.000000              1              0            7.5     P  8   7.5463500 5 3 1 1 0 0    32.0   32.0
161 2413.024495 1.012E-22 1.154E-01.04100.090  599.48950.500.000000              1              0            6.5     P  8   6.5463500 5 3 1 1 0 0    28.0   28.0
161 2413.025494 8.503E-25 8.489E-04.04100.090  599.48950.500.000000              1              0            7.5     P  8   6.5463500 5 3 1 1 0 0    32.0   28.0
161 2413.339128 6.466E-36 8.046E+00.03200.073 8091.59730.500.000000              4              3                    R  9      463400 6 3 1 1 0 0   168.0  152.0
161 2418.358462 5.054E-25 8.906E+00.09200.138 2656.29310.500.000000              2              1                    P  3      463400 6 3 1 1 0 0    40.0   56.0
161 2422.435408 4.757E-30 7.655E+00.09200.138 5074.65160.500.000000              3              2                    R  2      463400 6 3 1 1 0 0    56.0   40.0
161 2423.101968 3.272E-36 7.839E+00.02600.067 8243.37780.500.000000              4              3                    R 10      463400 6 3 1 1 0 0   184.0  168.0
161 2432.313316 1.526E-36 7.618E+00.02200.063 8410.02680.500.000000              4              3                    R 11      463400 6 3 1 1 0 0   200.0  184.0
161 2432.729086 2.160E-22 1.148E-01.04800.102  466.58200.500.000000              1              0            7.5     P  7   7.5463500 5 3 1 1 0 0    32.0   32.0
161 2432.730065 2.076E-24 1.104E-03.04800.102  466.58110.500.000000              1              0            7.5     P  7   6.5463500 5 3 1 1 0 0    32.0   28.0
161 2432.733316 5.452E-21 4.638E+00.04800.102  466.57650.500.000000              1              0            4.5     P  7   5.5463500 5 3 1 1 0 0    20.0   24.0
161 2432.733388 6.327E-21 4.485E+00.04800.102  466.58110.500.000000              1              0            5.5     P  7   6.5463500 5 3 1 1 0 0    24.0   28.0
161 2432.733458 8.505E-21 4.522E+00.04800.102  466.57770.500.000000              1              0            7.5     P  7   8.5463500 5 3 1 1 0 0    32.0   36.0
161 2432.733545 7.344E-21 4.463E+00.04800.102  466.58200.500.000000              1              0            6.5     P  7   7.5463500 5 3 1 1 0 0    28.0   32.0
161 2432.734525 2.863E-22 1.740E-01.04800.102  466.58110.500.000000              1              0            6.5     P  7   6.5463500 5 3 1 1 0 0    28.0   28.0
161 2432.737904 2.157E-22 1.529E-01.04800.102  466.57650.500.000000              1              0            5.5     P  7   5.5463500 5 3 1 1 0 0    24.0   24.0
161 2432.739041 2.396E-24 1.456E-03.04800.102  466.57650.500.000000              1              0            6.5     P  7   5.5463500 5 3 1 1 0 0    28.0   24.0
161 2434.399046 7.699E-59 3.028E-01.01500.05018550.35200.500.000000              4              3                    R 39      453400 6 3 1 1 0 0   648.0  632.0
161 2435.496090 4.167E-25 9.797E+00.09600.135 2607.61560.500.000000              2              1                    P  2      463400 6 3 1 1 0 0    24.0   40.0
161 2436.309610 4.898E-30 7.802E+00.08000.136 5121.94110.500.000000              3              2                    R  3      463400 6 3 1 1 0 0    72.0   56.0
161 2440.965476 6.568E-37 7.385E+00.02000.059 8591.45630.500.000000              4              3                    R 12      463400 6 3 1 1 0 0   216.0  200.0
161 2443.936994 1.433E-57 4.646E-01.01500.05018030.18400.500.000000              4              3                    R 38      453400 6 3 1 1 0 0   632.0  616.0
161 2449.050784 2.612E-37 7.142E+00.01800.057 8787.57060.500.000000              4              3                    R 13      453400 6 3 1 1 0 0   232.0  216.0
161 2449.688879 4.376E-30 7.833E+00.06900.128 5184.95600.500.000000              3              2                    R  4      463400 6 3 1 1 0 0    88.0   72.0
161 2452.037641 4.335E-22 1.520E-01.05800.116  350.13920.500.000000              1              0            6.5     P  6   6.5463500 5 3 1 1 0 0    28.0   28.0
161 2452.038756 5.628E-24 1.973E-03.05800.116  350.13810.500.000000              1              0            6.5     P  6   5.5463500 5 3 1 1 0 0    28.0   24.0
161 2452.041816 7.613E-21 4.670E+00.05800.116  350.13360.500.000000              1              0            3.5     P  6   4.5463500 5 3 1 1 0 0    16.0   20.0
161 2452.041889 9.083E-21 4.458E+00.05800.116  350.13810.500.000000              1              0            4.5     P  6   5.5463500 5 3 1 1 0 0    20.0   24.0
161 2452.042019 1.288E-20 4.516E+00.05800.116  350.13490.500.000000              1              0            6.5     P  6   7.5463500 5 3 1 1 0 0    28.0   32.0
161 2452.042107 1.084E-20 4.433E+00.05800.116  350.13920.500.000000              1              0            5.5     P  6   6.5463500 5 3 1 1 0 0    24.0   28.0
