321 1728.901850 3.531E-22 5.084E+01.10100.320 1366.05650.750.000000             V3         GROUND 59  3 57       60  3 58      340000 5 5 2 2 1 0   476.0  484.0
321 1728.901920 3.531E-22 5.084E+01.10100.320 1366.04960.750.000000             V3         GROUND 59  2 57       60  2 58      340000 5 5 2 2 1 0   476.0  484.0
321 1728.907270 3.472E-22 5.069E+01.10100.320 1372.31550.750.000000             V3         GROUND 60  1 59       61  1 60      340000 5 5 2 2 1 0   484.0  492.0
321 1728.907300 3.472E-22 5.069E+01.10100.320 1372.31560.750.000000             V3         GROUND 60  2 59       61  2 60      340000 5 5 2 2 1 0   484.0  492.0
321 1728.948640 2.671E-22 4.437E+01.10100.320 1384.81070.750.000000             V3         GROUND 56  8 49       57  8 50      340000 5 5 2 2 1 0   452.0  460.0
321 1728.980640 3.622E-22 4.329E+01.10100.320 1317.04990.750.000000             V3         GROUND 56  5 51       57  5 52      340000 5 5 2 2 1 0   452.0  460.0
321 1729.070460 2.703E-22 4.496E+01.10100.320 1385.01030.750.000000             V3         GROUND 56  7 50       57  8 49      340000 5 5 2 2 1 0   452.0  460.0
321 1729.147040 2.176E-22 2.382E+01.10100.320 1298.99650.750.000000          V5+V9         GROUND 56  5 51       57  5 53      340000 5 5 2 2 1 0   452.0  460.0
321 1729.156940 3.947E-22 4.925E+01.10100.320 1325.82860.750.000000             V3         GROUND 56  6 51       57  6 52      340000 5 5 2 2 1 0   452.0  460.0
321 1729.213830 2.339E-22 3.175E+01.10100.320 1335.81000.750.000000             V3         GROUND 54  9 45       55  9 46      340000 5 5 2 2 1 0   436.0  444.0
321 1729.330270 2.045E-22 1.799E+01.10100.320 1246.42640.750.000000          V5+V9         GROUND 54  6 49       55  6 49      340000 5 5 2 2 1 0   436.0  444.0
321 1729.355010 1.511E-22 3.127E+01.10100.320 1422.43700.750.000000             V3         GROUND 54 11 43       55 11 44      340000 5 5 2 2 1 0   436.0  444.0
321 1729.356160 1.511E-22 3.127E+01.10100.320 1422.43700.750.000000             V3         GROUND 54 11 44       55 11 45      340000 5 5 2 2 1 0   436.0  444.0
321 1729.531420 4.592E-22 4.984E+01.10100.320 1297.05160.750.000000             V3         GROUND 56  4 52       57  4 53      340000 5 5 2 2 1 0   452.0  460.0
321 1729.623960 3.993E-22 4.739E+01.10100.320 1311.78700.750.000000             V3         GROUND 55  7 48       56  7 49      340000 5 5 2 2 1 0   444.0  452.0
321 1729.724210 4.390E-22 5.051E+01.10100.320 1312.63150.750.000000             V3         GROUND 57  3 54       58  3 55      340000 5 5 2 2 1 0   460.0  468.0
321 1729.724900 4.332E-22 4.988E+01.10100.320 1312.80830.750.000000             V3         GROUND 57  4 54       58  4 55      340000 5 5 2 2 1 0   460.0  468.0
