531 1525.746111 2.665E-28 7.031E-03.07460.094 2978.01320.760.000000       3 0 0 1        3 0 0 0                     R 96      334440 1 1 1 1 1 0   195.0  193.0
531 1525.749815 3.670E-26 7.024E-02.07880.101 2401.38520.770.000000       2 1 1 1        2 1 1 0                     R 80      335540 1 1 1 1 1 0   163.0  161.0
531 1525.755671 7.825E-20 3.372E+02.11360.144  818.67320.710.000000       0 2 2 1        0 2 2 0                     R 15      336650 1 1 1 1 1 0    33.0   31.0
531 1525.795935 2.026E-20 9.579E+01.11410.146  824.86050.710.000000       0 2 0 1        0 2 0 0                     R 14      336650 1 1 1 1 1 0    31.0   29.0
531 1525.816303 1.907E-21 6.999E+01.08860.113 1497.43120.710.000000       0 3 1 1        0 3 1 0                     R 51      335540 1 1 1 1 1 0   105.0  103.0
531 1525.830924 3.420E-26 7.024E-02.07850.100 2418.40300.770.000000       2 1 1 1        2 1 1 0                     R 81      335540 1 1 1 1 1 0   165.0  163.0
531 1525.850692 1.669E-21 3.507E+02.08370.108 1901.88860.760.000000       1 2 0 1        1 2 0 0                     R 64      335540 1 1 1 1 1 0   131.0  129.0
531 1525.852925 3.425E-29 6.804E+01.09520.116 5102.25370.600.000000       3 0 0 3        0 1 1 3                     R 38      336650 1 1 1 1 1 0    79.0   77.0
531 1525.869209 1.788E-20 2.075E+02.10650.127 1112.00640.640.000000       1 1 1 1        1 1 1 0                     R 24      336650 1 1 1 1 1 0    51.0   49.0
531 1525.881447 1.691E-24 6.961E-02.09940.119 1428.60040.590.000000       2 0 0 1        2 0 0 0                     R 32      336650 1 1 1 1 1 0    67.0   65.0
531 1525.897839 2.214E-28 7.032E-03.07420.093 3020.30820.760.000000       3 0 0 1        3 0 0 0                     R 98      334440 1 1 1 1 1 0   199.0  197.0
531 1525.930555 4.674E-22 6.878E+01.11240.140 1568.52970.690.000000       0 0 0 2        0 0 0 1                     R 17      336650 1 1 1 1 1 0    37.0   35.0
531 1525.942646 9.099E-20 7.308E+01.11480.150  415.87980.720.000000       0 1 1 1        0 1 1 0                     P 13      336650 1 1 1 1 1 0    25.0   27.0
531 1525.950693 8.190E-20 3.386E+02.11300.142  822.17870.700.000000       0 2 2 1        0 2 2 0                     R 16      336650 1 1 1 1 1 0    35.0   33.0
531 1525.952646 3.164E-26 7.026E-02.07820.100 2436.91570.770.000000       2 1 1 1        2 1 1 0                     R 82      335540 1 1 1 1 1 0   167.0  165.0
531 1525.969792 1.835E-21 7.000E+01.08810.112 1509.22560.710.000000       0 3 1 1        0 3 1 0                     R 52      335540 1 1 1 1 1 0   107.0  105.0
531 1526.030247 2.943E-26 7.030E-02.07800.099 2454.33630.770.000000       2 1 1 1        2 1 1 0                     R 83      335540 1 1 1 1 1 0   169.0  167.0
531 1526.043597 1.832E-28 7.036E-03.07370.092 3063.46680.760.000000       3 0 0 1        3 0 0 0                     R100      334440 1 1 1 1 1 0   203.0  201.0
531 1526.046638 1.812E-20 2.078E+02.10550.126 1117.41290.630.000000       1 1 1 1        1 1 1 0                     R 25      336650 1 1 1 1 1 0    53.0   51.0
531 1526.063198 8.517E-19 6.629E+01.09590.116  161.69880.590.000000       0 0 0 1        0 0 0 0                     P 38      466650 1 2 1 1 1 0    75.0   77.0
531 1526.098288 1.497E-21 3.509E+02.08300.107 1930.51980.760.000000       1 2 0 1        1 2 0 0                     R 66      335540 1 1 1 1 1 0   135.0  133.0
531 1526.102252 1.771E-21 7.004E+01.08770.112 1520.43200.720.000000       0 3 1 1        0 3 1 0                     R 53      335540 1 1 1 1 1 0   109.0  107.0
531 1526.139223 5.733E-20 3.472E+02.11560.160  662.57690.750.000000       1 0 0 1        1 0 0 0                     P  6      336650 1 1 1 1 1 0    11.0   13.0
531 1526.144263 8.530E-20 3.398E+02.11240.140  825.90310.690.000000       0 2 2 1        0 2 2 0                     R 17      336650 1 1 1 1 1 0    37.0   35.0
531 1526.149743 2.716E-26 7.032E-02.07770.099 2473.31530.770.000000       2 1 1 1        2 1 1 0                     R 84      335540 1 1 1 1 1 0   171.0  169.0
531 1526.176316 8.508E-20 7.328E+01.11500.152  413.05010.730.000000       0 1 1 1        0 1 1 0                     P 12      336650 1 1 1 1 1 0    23.0   25.0
531 1526.183371 1.509E-28 7.041E-03.07320.091 3107.48870.750.000000       3 0 0 1        3 0 0 0                     R102      334440 1 1 1 1 1 0   207.0  205.0
531 1526.186679 3.322E-29 6.823E+01.09400.116 5119.18120.610.000000       3 0 0 3        0 1 1 3                     R 40      336650 1 1 1 1 1 0    83.0   81.0
531 1526.186894 2.222E-20 9.622E+01.11300.142  831.64880.700.000000       0 2 0 1        0 2 0 0                     R 16      336650 1 1 1 1 1 0    35.0   33.0
531 1526.218881 1.671E-24 6.971E-02.09790.118 1443.17930.590.000000       2 0 0 1        2 0 0 0                     R 34      336650 1 1 1 1 1 0    71.0   69.0
531 1526.223828 2.519E-26 7.031E-02.07740.098 2491.13780.770.000000       2 1 1 1        2 1 1 0                     R 85      335540 1 1 1 1 1 0   173.0  171.0
531 1526.231194 1.830E-20 2.080E+02.10460.125 1123.14950.630.000000       1 1 1 1        1 1 1 0                     R 26      336650 1 1 1 1 1 0    55.0   53.0
531 1526.253027 1.700E-21 7.009E+01.08730.112 1532.69530.720.000000       0 3 1 1        0 3 1 0                     R 54      335540 1 1 1 1 1 0   111.0  109.0
531 1526.308478 4.996E-22 6.902E+01.11090.136 1576.55170.680.000000       0 0 0 2        0 0 0 1                     R 19      336650 1 1 1 1 1 0    41.0   39.0
531 1526.317148 1.237E-28 7.045E-03.07280.090 3152.37370.750.000000       3 0 0 1        3 0 0 0                     R104      334440 1 1 1 1 1 0   211.0  209.0
531 1526.336451 8.845E-20 3.408E+02.11170.138  829.84670.690.000000       0 2 2 1        0 2 2 0                     R 18      336650 1 1 1 1 1 0    39.0   37.0
531 1526.340119 1.337E-21 3.514E+02.08230.106 1960.02360.770.000000       1 2 0 1        1 2 0 0                     R 68      335540 1 1 1 1 1 0   139.0  137.0
531 1526.341105 2.319E-26 7.034E-02.07720.098 2510.58370.770.000000       2 1 1 1        2 1 1 0                     R 86      335540 1 1 1 1 1 0   175.0  173.0
531 1526.368196 1.203E-29 5.672E-05.06480.076 2704.51160.720.000000       3 0 0 0        0 1 1 0                     P145      334440 1 1 1 1 1 0   289.0  291.0
531 1526.382471 1.636E-21 7.012E+01.08690.111 1544.30780.730.000000       0 3 1 1        0 3 1 0                     R 55      335540 1 1 1 1 1 0   113.0  111.0
531 1526.405469 1.845E-20 2.082E+02.10370.123 1128.98380.620.000000       1 1 1 1        1 1 1 0                     R 27      336650 1 1 1 1 1 0    57.0   55.0
531 1526.411665 2.147E-26 7.036E-02.07690.097 2528.80740.760.000000       2 1 1 1        2 1 1 0                     R 87      335540 1 1 1 1 1 0   177.0  175.0
531 1526.412462 7.890E-20 7.351E+01.11520.153  410.41500.730.000000       0 1 1 1        0 1 1 0                     P 11      336650 1 1 1 1 1 0    21.0   23.0
531 1526.444916 1.009E-28 7.045E-03.07230.089 3198.12140.750.000000       3 0 0 1        3 0 0 0                     R106      334440 1 1 1 1 1 0   215.0  213.0
531 1526.515689 3.200E-29 6.840E+01.09290.115 5136.96510.630.000000       3 0 0 3        0 1 1 3                     R 42      336650 1 1 1 1 1 0    87.0   85.0
531 1526.526726 1.971E-26 7.037E-02.07660.097 2548.72080.760.000000       2 1 1 1        2 1 1 0                     R 88      335540 1 1 1 1 1 0   179.0  177.0
531 1526.527173 9.135E-20 3.417E+02.11090.136  834.00920.680.000000       0 2 2 1        0 2 2 0                     R 19      336650 1 1 1 1 1 0    41.0   39.0
531 1526.530515 1.565E-21 7.013E+01.08650.111 1557.04110.740.000000       0 3 1 1        0 3 1 0                     R 56      335540 1 1 1 1 1 0   115.0  113.0
531 1526.550611 1.640E-24 6.984E-02.09650.117 1458.62800.590.000000       2 0 0 1        2 0 0 0                     R 36      336650 1 1 1 1 1 0    75.0   73.0
531 1526.566663 8.195E-29 7.047E-03.07190.089 3244.73160.750.000000       3 0 0 1        3 0 0 0                     R108      334440 1 1 1 1 1 0   219.0  217.0
531 1526.572146 2.393E-20 9.657E+01.11170.138  839.31290.690.000000       0 2 0 1        0 2 0 0                     R 18      336650 1 1 1 1 1 0    39.0   37.0
531 1526.576178 1.187E-21 3.516E+02.08170.105 1990.39980.770.000000       1 2 0 1        1 2 0 0                     R 70      335540 1 1 1 1 1 0   143.0  141.0
531 1526.587495 1.855E-20 2.085E+02.10280.122 1135.16630.610.000000       1 1 1 1        1 1 1 0                     R 28      336650 1 1 1 1 1 0    59.0   57.0
531 1526.587889 3.867E-20 3.640E+02.11590.161  660.17960.760.000000       1 0 0 1        1 0 0 0                     P  4      336650 1 1 1 1 1 0     7.0    9.0
531 1526.593754 1.821E-26 7.039E-02.07640.097 2567.34470.760.000000       2 1 1 1        2 1 1 0                     R 89      335540 1 1 1 1 1 0   181.0  179.0
531 1526.603380 8.768E-19 6.662E+01.09720.117  145.33490.590.000000       0 0 0 1        0 0 0 0                     P 36      466650 1 2 1 1 1 0    71.0   73.0
531 1526.643638 7.245E-20 7.376E+01.11530.155  408.01890.740.000000       0 1 1 1        0 1 1 0                     P 10      336650 1 1 1 1 1 0    19.0   21.0
531 1526.656959 1.502E-21 7.015E+01.08610.111 1569.05860.740.000000       0 3 1 1        0 3 1 0                     R 57      335540 1 1 1 1 1 0   117.0  115.0
531 1526.680678 5.264E-22 6.922E+01.10920.133 1585.44070.660.000000       0 0 0 2        0 0 0 1                     R 21      336650 1 1 1 1 1 0    45.0   43.0
531 1526.682375 6.626E-29 7.049E-03.07140.088 3292.20410.750.000000       3 0 0 1        3 0 0 0                     R110      334440 1 1 1 1 1 0   223.0  221.0
531 1526.706604 1.667E-26 7.039E-02.07610.096 2587.72640.760.000000       2 1 1 1        2 1 1 0                     R 90      334440 1 1 1 1 1 0   183.0  181.0
531 1526.716526 9.400E-20 3.426E+02.11010.134  838.39090.670.000000       0 2 2 1        0 2 2 0                     R 20      336650 1 1 1 1 1 0    43.0   41.0
531 1526.758616 1.862E-20 2.087E+02.10190.121 1141.42760.610.000000       1 1 1 1        1 1 1 0                     R 29      336650 1 1 1 1 1 0    61.0   59.0
531 1526.770092 1.538E-26 7.047E-02.07590.096 2606.74960.760.000000       2 1 1 1        2 1 1 0                     R 91      334440 1 1 1 1 1 0   185.0  183.0
531 1526.792039 5.333E-29 7.050E-03.07100.087 3340.53860.750.000000       3 0 0 1        3 0 0 0                     R112      334440 1 1 1 1 1 0   227.0  225.0
531 1526.802254 1.433E-21 7.018E+01.08580.110 1582.26300.740.000000       0 3 1 1        0 3 1 0                     R 58      335540 1 1 1 1 1 0   119.0  117.0
531 1526.806464 1.048E-21 3.516E+02.08110.104 2021.64840.770.000000       1 2 0 1        1 2 0 0                     R 72      335540 1 1 1 1 1 0   147.0  145.0
531 1526.839951 3.062E-29 6.853E+01.09180.115 5155.60540.640.000000       3 0 0 3        0 1 1 3                     R 44      336650 1 1 1 1 1 0    91.0   89.0
531 1526.876611 6.576E-20 7.405E+01.11540.156  405.82450.740.000000       0 1 1 1        0 1 1 0                     P  9      336650 1 1 1 1 1 0    17.0   19.0
531 1526.876638 1.597E-24 6.993E-02.09520.116 1474.94650.600.000000       2 0 0 1        2 0 0 0                     R 38      336650 1 1 1 1 1 0    79.0   77.0
531 1526.880736 1.404E-26 7.044E-02.07560.095 2627.60020.760.000000       2 1 1 1        2 1 1 0                     R 92      334440 1 1 1 1 1 0   187.0  185.0
531 1526.895641 4.274E-29 7.053E-03.07060.086 3389.73480.740.000000       3 0 0 1        3 0 0 0                     R114      334440 1 1 1 1 1 0   231.0  229.0
531 1526.904398 9.640E-20 3.434E+02.10920.133  842.99140.660.000000       0 2 2 1        0 2 2 0                     R 21      336650 1 1 1 1 1 0    45.0   43.0
531 1526.925713 1.372E-21 7.020E+01.08540.110 1594.68430.750.000000       0 3 1 1        0 3 1 0                     R 59      335540 1 1 1 1 1 0   121.0  119.0
531 1526.938111 1.864E-20 2.090E+02.10110.120 1148.05670.600.000000       1 1 1 1        1 1 1 0                     R 30      336650 1 1 1 1 1 0    63.0   61.0
531 1526.940676 1.292E-26 7.049E-02.07540.095 2647.02180.760.000000       2 1 1 1        2 1 1 0                     R 93      334440 1 1 1 1 1 0   189.0  187.0
531 1526.951687 2.537E-20 9.684E+01.11010.134  847.85280.670.000000       0 2 0 1        0 2 0 0                     R 20      336650 1 1 1 1 1 0    43.0   41.0
531 1526.993169 3.409E-29 7.054E-03.07020.086 3439.79240.740.000000       3 0 0 1        3 0 0 0                     R116      334440 1 1 1 1 1 0   235.0  233.0
531 1527.030875 1.949E-20 4.252E+02.11710.162  658.65400.750.000000       1 0 0 1        1 0 0 0                     P  2      336650 1 1 1 1 1 0     3.0    5.0
531 1527.030971 9.210E-22 3.518E+02.08050.103 2053.76910.770.000000       1 2 0 1        1 2 0 0                     R 74      335540 1 1 1 1 1 0   151.0  149.0
531 1527.047152 5.478E-22 6.940E+01.10740.129 1595.19680.650.000000       0 0 0 2        0 0 0 1                     R 23      336650 1 1 1 1 1 0    49.0   47.0
531 1527.049117 1.177E-26 7.049E-02.07510.094 2668.34200.760.000000       2 1 1 1        2 1 1 0                     R 94      334440 1 1 1 1 1 0   191.0  189.0
531 1527.068242 1.306E-21 7.027E+01.08500.109 1608.36100.750.000000       0 3 1 1        0 3 1 0                     R 60      335540 1 1 1 1 1 0   123.0  121.0
531 1527.084607 2.707E-29 7.056E-03.06980.085 3490.71120.740.000000       3 0 0 1        3 0 0 0                     R118      334440 1 1 1 1 1 0   239.0  237.0
531 1527.090918 9.855E-20 3.442E+02.10830.131  847.81130.660.000000       0 2 2 1        0 2 2 0                     R 22      336650 1 1 1 1 1 0    47.0   45.0
531 1527.105286 5.883E-20 7.439E+01.11540.158  403.86260.750.000000       0 1 1 1        0 1 1 0                     P  8      336650 1 1 1 1 1 0    15.0   17.0
531 1527.105501 1.080E-26 7.049E-02.07490.094 2688.16120.760.000000       2 1 1 1        2 1 1 0                     R 95      334440 1 1 1 1 1 0   193.0  191.0
531 1527.106077 1.862E-20 2.090E+02.10020.119 1154.74430.590.000000       1 1 1 1        1 1 1 0                     R 31      336650 1 1 1 1 1 0    65.0   63.0
531 1527.137901 8.961E-19 6.697E+01.09870.118  129.84320.590.000000       0 0 0 1        0 0 0 0                     P 34      466650 1 2 1 1 1 0    67.0   69.0
531 1527.159458 2.912E-29 6.867E+01.09080.114 5175.10200.660.000000       3 0 0 3        0 1 1 3                     R 46      336650 1 1 1 1 1 0    95.0   93.0
531 1527.169412 1.612E-29 5.683E-05.06520.077 2641.62510.720.000000       3 0 0 0        0 1 1 0                     P143      334440 1 1 1 1 1 0   285.0  287.0
531 1527.169943 2.140E-29 7.057E-03.06930.084 3542.49080.740.000000       3 0 0 1        3 0 0 0                     R120      334440 1 1 1 1 1 0   243.0  241.0
531 1527.188731 1.247E-21 7.028E+01.08470.109 1621.18470.750.000000       0 3 1 1        0 3 1 0                     R 61      335540 1 1 1 1 1 0   125.0  123.0
531 1527.196956 1.545E-24 7.003E-02.09400.116 1492.13480.610.000000       2 0 0 1        2 0 0 0                     R 40      336650 1 1 1 1 1 0    83.0   81.0
531 1527.211744 9.816E-27 7.050E-02.07460.094 2709.95150.760.000000       2 1 1 1        2 1 1 0                     R 96      334440 1 1 1 1 1 0   195.0  193.0
531 1527.249162 1.685E-29 7.061E-03.06890.083 3595.13100.740.000000       3 0 0 1        3 0 0 0                     R122      334440 1 1 1 1 1 0   247.0  245.0
531 1527.249696 8.060E-22 3.522E+02.07990.102 2086.76180.770.000000       1 2 0 1        1 2 0 0                     R 76      335540 1 1 1 1 1 0   155.0  153.0
531 1527.264565 8.989E-27 7.051E-02.07440.093 2730.16740.760.000000       2 1 1 1        2 1 1 0                     R 97      334440 1 1 1 1 1 0   197.0  195.0
531 1527.275937 1.004E-19 3.447E+02.10740.129  852.84980.650.000000       0 2 2 1        0 2 2 0                     R 23      336650 1 1 1 1 1 0    49.0   47.0
531 1527.283035 1.856E-20 2.093E+02.09940.119 1161.82060.590.000000       1 1 1 1        1 1 1 0                     R 32      336650 1 1 1 1 1 0    67.0   65.0
531 1527.322249 1.321E-29 7.066E-03.06850.083 3648.63140.730.000000       3 0 0 1        3 0 0 0                     R124      334440 1 1 1 1 1 0   251.0  249.0
531 1527.325517 2.656E-20 9.715E+01.10830.131  857.26840.660.000000       0 2 0 1        0 2 0 0                     R 22      336650 1 1 1 1 1 0    47.0   45.0
531 1527.328477 1.183E-21 7.031E+01.08430.109 1635.33470.760.000000       0 3 1 1        0 3 1 0                     R 62      335540 1 1 1 1 1 0   127.0  125.0
531 1527.335091 5.167E-20 7.477E+01.11550.159  402.10830.750.000000       0 1 1 1        0 1 1 0                     P  7      336650 1 1 1 1 1 0    13.0   15.0
531 1527.368614 8.150E-27 7.053E-02.07420.093 2752.42870.760.000000       2 1 1 1        2 1 1 0                     R 98      334440 1 1 1 1 1 0   199.0  197.0
531 1527.389191 1.030E-29 7.064E-03.06810.082 3702.99180.730.000000       3 0 0 1        3 0 0 0                     R126      334440 1 1 1 1 1 0   255.0  253.0
531 1527.407901 5.637E-22 6.956E+01.10550.126 1605.82000.630.000000       0 0 0 2        0 0 0 1                     R 25      336650 1 1 1 1 1 0    53.0   51.0
531 1527.417864 7.448E-27 7.054E-02.07390.092 2773.04030.760.000000       2 1 1 1        2 1 1 0                     R 99      334440 1 1 1 1 1 0   201.0  199.0
531 1527.446011 1.127E-21 7.033E+01.08400.108 1648.55980.760.000000       0 3 1 1        0 3 1 0                     R 63      335540 1 1 1 1 1 0   129.0  127.0
531 1527.447849 1.848E-20 2.095E+02.09870.118 1168.93380.590.000000       1 1 1 1        1 1 1 0                     R 33      336650 1 1 1 1 1 0    69.0   67.0
531 1527.449971 7.999E-30 7.065E-03.06780.081 3758.21180.730.000000       3 0 0 1        3 0 0 0                     R128      334440 1 1 1 1 1 0   259.0  257.0
531 1527.459622 1.020E-19 3.453E+02.10650.127  858.10780.640.000000       0 2 2 1        0 2 2 0                     R 24      336650 1 1 1 1 1 0    51.0   49.0
531 1527.462635 7.015E-22 3.524E+02.07930.101 2120.62620.770.000000       1 2 0 1        1 2 0 0                     R 78      335540 1 1 1 1 1 0   159.0  157.0
531 1527.474201 2.754E-29 6.883E+01.08990.114 5195.45470.680.000000       3 0 0 3        0 1 1 3                     R 48      336650 1 1 1 1 1 0    99.0   97.0
531 1527.504575 6.185E-30 7.066E-03.06740.081 3814.29110.730.000000       3 0 0 1        3 0 0 0                     R130      334440 1 1 1 1 1 0   263.0  261.0
531 1527.511562 1.485E-24 7.014E-02.09290.115 1510.19260.630.000000       2 0 0 1        2 0 0 0                     R 42      336650 1 1 1 1 1 0    87.0   85.0
531 1527.519724 6.736E-27 7.056E-02.07370.092 2795.77310.760.000000       2 1 1 1        2 1 1 0                     R100      334440 1 1 1 1 1 0   203.0  201.0
531 1527.552988 4.761E-30 7.066E-03.06700.080 3871.22950.730.000000       3 0 0 1        3 0 0 0                     R132      334440 1 1 1 1 1 0   267.0  265.0
531 1527.561258 4.429E-20 7.521E+01.11560.160  400.58130.750.000000       0 1 1 1        0 1 1 0                     P  6      336650 1 1 1 1 1 0    11.0   13.0
531 1527.565394 6.142E-27 7.056E-02.07350.091 2816.77970.750.000000       2 1 1 1        2 1 1 0                     R101      334440 1 1 1 1 1 0   205.0  203.0
531 1527.582957 1.066E-21 7.035E+01.08370.108 1663.18420.760.000000       0 3 1 1        0 3 1 0                     R 64      335540 1 1 1 1 1 0   131.0  129.0
531 1527.595195 3.650E-30 7.069E-03.06660.079 3929.02650.730.000000       3 0 0 1        3 0 0 0                     R134      334440 1 1 1 1 1 0   271.0  269.0
531 1527.622267 1.834E-20 2.096E+02.09790.118 1176.45800.590.000000       1 1 1 1        1 1 1 0                     R 34      336650 1 1 1 1 1 0    71.0   69.0
531 1527.631181 2.785E-30 7.069E-03.06620.079 3987.68180.720.000000       3 0 0 1        3 0 0 0                     R136      334440 1 1 1 1 1 0   275.0  273.0
531 1527.641786 1.034E-19 3.460E+02.10550.126  863.58420.630.000000       0 2 2 1        0 2 2 0                     R 25      336650 1 1 1 1 1 0    53.0   51.0
531 1527.660928 2.116E-30 7.070E-03.06590.078 4047.19510.720.000000       3 0 0 1        3 0 0 0                     R138      334440 1 1 1 1 1 0   279.0  277.0
531 1527.665069 5.541E-27 7.058E-02.07320.091 2839.98460.750.000000       2 1 1 1        2 1 1 0                     R102      334440 1 1 1 1 1 0   207.0  205.0
531 1527.666757 9.087E-19 6.731E+01.10020.119  115.22390.590.000000       0 0 0 1        0 0 0 0                     P 32      466650 1 2 1 1 1 0    63.0   65.0
531 1527.669785 6.075E-22 3.525E+02.07880.101 2155.36240.770.000000       1 2 0 1        1 2 0 0                     R 80      335540 1 1 1 1 1 0   163.0  161.0
531 1527.684421 1.601E-30 7.073E-03.06550.077 4107.56610.720.000000       3 0 0 1        3 0 0 0                     R140      334440 1 1 1 1 1 0   283.0  281.0
531 1527.684699 9.777E-21 2.128E+02.11940.161  658.00020.730.000000       1 0 0 1        1 0 0 0                     R  0      336650 1 1 1 1 1 0     3.0    1.0
531 1527.693632 2.745E-20 9.732E+01.10650.127  867.55970.640.000000       0 2 0 1        0 2 0 0                     R 24      336650 1 1 1 1 1 0    51.0   49.0
531 1527.697549 1.013E-21 7.036E+01.08330.107 1676.80930.760.000000       0 3 1 1        0 3 1 0                     R 65      335540 1 1 1 1 1 0   133.0  131.0
531 1527.701645 1.205E-30 7.069E-03.06520.077 4168.79450.720.000000       3 0 0 1        3 0 0 0                     R142      334440 1 1 1 1 1 0   287.0  285.0
531 1527.707151 5.044E-27 7.062E-02.07300.091 2861.38520.750.000000       2 1 1 1        2 1 1 0                     R103      334440 1 1 1 1 1 0   209.0  207.0
531 1527.762921 5.743E-22 6.971E+01.10370.123 1617.31000.620.000000       0 0 0 2        0 0 0 1                     R 27      336650 1 1 1 1 1 0    57.0   55.0
531 1527.783931 1.819E-20 2.098E+02.09720.117 1183.99600.590.000000       1 1 1 1        1 1 1 0                     R 35      336650 1 1 1 1 1 0    73.0   71.0
531 1527.784175 2.589E-29 6.897E+01.08900.113 5216.66340.700.000000       3 0 0 3        0 1 1 3                     R 50      336650 1 1 1 1 1 0   103.0  101.0
531 1527.787901 3.669E-20 7.569E+01.11570.161  399.26650.760.000000       0 1 1 1        0 1 1 0                     P  5      336650 1 1 1 1 1 0     9.0   11.0
531 1527.804646 4.538E-27 7.061E-02.07280.090 2885.06290.750.000000       2 1 1 1        2 1 1 0                     R104      334440 1 1 1 1 1 0   211.0  209.0
531 1527.820452 1.417E-24 7.018E-02.09180.115 1529.12010.640.000000       2 0 0 1        2 0 0 0                     R 44      336650 1 1 1 1 1 0    91.0   89.0
531 1527.822638 1.045E-19 3.465E+02.10460.125  869.28030.630.000000       0 2 2 1        0 2 2 0                     R 26      336650 1 1 1 1 1 0    55.0   53.0
531 1527.831678 9.560E-22 7.042E+01.08300.107 1691.90920.760.000000       0 3 1 1        0 3 1 0                     R 66      335540 1 1 1 1 1 0   135.0  133.0
531 1527.843133 4.121E-27 7.063E-02.07260.090 2906.85660.750.000000       2 1 1 1        2 1 1 0                     R105      334440 1 1 1 1 1 0   213.0  211.0
531 1527.871141 5.235E-22 3.526E+02.07820.100 2190.97000.770.000000       1 2 0 1        1 2 0 0                     R 82      335540 1 1 1 1 1 0   167.0  165.0
531 1527.938452 3.699E-27 7.064E-02.07230.089 2931.00770.750.000000       2 1 1 1        2 1 1 0                     R106      334440 1 1 1 1 1 0   215.0  213.0
531 1527.943345 9.064E-22 7.044E+01.08270.106 1705.93310.760.000000       0 3 1 1        0 3 1 0                     R 67      335540 1 1 1 1 1 0   137.0  135.0
531 1527.955804 1.799E-20 2.100E+02.09650.117 1191.96880.590.000000       1 1 1 1        1 1 1 0                     R 36      336650 1 1 1 1 1 0    75.0   73.0
531 1527.965035 2.150E-29 5.692E-05.06550.077 2579.60110.720.000000       3 0 0 0        0 1 1 0                     P141      334440 1 1 1 1 1 0   281.0  283.0
531 1527.973335 3.352E-27 7.064E-02.07210.089 2953.19360.750.000000       2 1 1 1        2 1 1 0                     R107      334440 1 1 1 1 1 0   217.0  215.0
531 1528.001943 1.053E-19 3.468E+02.10370.123  875.19460.620.000000       0 2 2 1        0 2 2 0                     R 27      336650 1 1 1 1 1 0    57.0   55.0
531 1528.011553 2.881E-20 7.603E+01.11590.161  398.17500.760.000000       0 1 1 1        0 1 1 0                     P  4      336650 1 1 1 1 1 0     7.0    9.0
531 1528.056033 2.808E-20 9.751E+01.10460.125  878.72660.630.000000       0 2 0 1        0 2 0 0                     R 26      336650 1 1 1 1 1 0    55.0   53.0
531 1528.066482 3.002E-27 7.067E-02.07190.089 2977.81890.750.000000       2 1 1 1        2 1 1 0                     R108      334440 1 1 1 1 1 0   219.0  217.0
531 1528.066697 4.491E-22 3.528E+02.07770.099 2227.44890.770.000000       1 2 0 1        1 2 0 0                     R 84      335540 1 1 1 1 1 0   171.0  169.0
531 1528.074641 8.527E-22 7.046E+01.08230.106 1721.50970.770.000000       0 3 1 1        0 3 1 0                     R 68      335540 1 1 1 1 1 0   139.0  137.0
531 1528.089372 2.418E-29 6.906E+01.08810.112 5238.72810.710.000000       3 0 0 3        0 1 1 3                     R 52      335540 1 1 1 1 1 0   107.0  105.0
531 1528.097753 2.715E-27 7.068E-02.07170.088 3000.39610.750.000000       2 1 1 1        2 1 1 0                     R109      334440 1 1 1 1 1 0   221.0  219.0
531 1528.112213 5.796E-22 6.984E+01.10190.121 1629.66690.610.000000       0 0 0 2        0 0 0 1                     R 29      336650 1 1 1 1 1 0    61.0   59.0
531 1528.113474 2.924E-20 2.737E+02.11630.162  658.65400.760.000000       1 0 0 1        1 0 0 0                     R  2      336650 1 1 1 1 1 0     7.0    5.0
531 1528.114316 1.777E-20 2.100E+02.09590.116 1199.93100.590.000000       1 1 1 1        1 1 1 0                     R 37      336650 1 1 1 1 1 0    77.0   75.0
531 1528.123623 1.345E-24 7.028E-02.09080.114 1548.91690.660.000000       2 0 0 1        2 0 0 0                     R 46      336650 1 1 1 1 1 0    95.0   93.0
531 1528.179962 1.059E-19 3.472E+02.10280.122  881.32890.610.000000       0 2 2 1        0 2 2 0                     R 28      336650 1 1 1 1 1 0    59.0   57.0
531 1528.183395 8.066E-22 7.049E+01.08200.106 1735.93110.770.000000       0 3 1 1        0 3 1 0                     R 69      335540 1 1 1 1 1 0   141.0  139.0
531 1528.188733 2.425E-27 7.070E-02.07140.088 3025.49610.750.000000       2 1 1 1        2 1 1 0                     R110      334440 1 1 1 1 1 0   223.0  221.0
531 1528.189948 9.141E-19 6.768E+01.10190.121  101.47700.610.000000       0 0 0 1        0 0 0 0                     P 30      466650 1 2 1 1 1 0    59.0   61.0
531 1528.216385 2.188E-27 7.069E-02.07120.087 3048.46370.750.000000       2 1 1 1        2 1 1 0                     R111      334440 1 1 1 1 1 0   225.0  223.0
531 1528.235036 2.058E-20 7.573E+01.11630.162  397.29910.760.000000       0 1 1 1        0 1 1 0                     P  3      336650 1 1 1 1 1 0     5.0    7.0
531 1528.256453 3.835E-22 3.531E+02.07720.098 2264.79890.770.000000       1 2 0 1        1 2 0 0                     R 86      335540 1 1 1 1 1 0   175.0  173.0
531 1528.283644 1.751E-20 2.102E+02.09520.116 1208.35300.600.000000       1 1 1 1        1 1 1 0                     R 38      336650 1 1 1 1 1 0    79.0   77.0
531 1528.305202 1.950E-27 7.072E-02.07100.087 3074.03900.750.000000       2 1 1 1        2 1 1 0                     R112      334440 1 1 1 1 1 0   227.0  225.0
