471 2730.040371 3.586E-23 4.519E-01.07000.100 776.517150.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    62 59  E"      63 60  A1' 431110 2 1 0 0 0 0   125.0  127.0
471 2730.122226 2.390E-23 3.523E-01.07000.100 963.423050.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    60 44  E'      61 45  A1" 431110 2 1 0 0 0 0   121.0  123.0
471 2730.209730 3.187E-23 4.119E-01.07000.100 851.734950.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    61 53  E"      62 54  A1' 431110 2 1 0 0 0 0   123.0  125.0
471 2730.453816 2.656E-23 3.734E-01.07000.100 914.990690.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    60 47  E"      61 48  A1' 431110 2 1 0 0 0 0   121.0  123.0
471 2730.474061 4.914E-23 4.765E-01.07000.100 712.206390.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    62 62  E'      63 63  A1" 431110 2 1 0 0 0 0   125.0  127.0
471 2730.601854 3.586E-23 4.353E-01.07000.100 793.795540.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    61 56  E'      62 57  A1" 431110 2 1 0 0 0 0   123.0  125.0
471 2730.688417 1.992E-23 2.674E-01.07000.1001074.398580.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    58 29  E"      59 30  A1' 431110 2 1 0 0 0 0   117.0  119.0
471 2730.774442 2.258E-23 3.367E-01.07000.100 966.336480.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    59 41  E"      60 42  A1' 431110 2 1 0 0 0 0   119.0  121.0
471 2730.805247 2.656E-23 3.955E-01.07000.100 863.390300.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    60 50  E'      61 51  A1" 431110 2 1 0 0 0 0   121.0  123.0
471 2731.014828 4.117E-23 4.596E-01.07000.100 732.662650.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    61 59  E"      62 60  A1' 431110 2 1 0 0 0 0   123.0  125.0
471 2731.084778 2.390E-23 3.574E-01.07000.100 921.047110.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    59 44  E'      60 45  A1" 431110 2 1 0 0 0 0   119.0  121.0
471 2731.178000 3.320E-23 4.186E-01.07000.100 808.613520.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    60 53  E"      61 54  A1' 431110 2 1 0 0 0 0   121.0  123.0
471 2731.417848 2.789E-23 3.791E-01.07000.100 872.596240.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    59 47  E"      60 48  A1' 431110 2 1 0 0 0 0   119.0  121.0
471 2731.570796 3.586E-23 4.426E-01.07000.100 750.651440.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    60 56  E'      61 57  A1" 431110 2 1 0 0 0 0   121.0  123.0
471 2731.731547 2.258E-23 3.415E-01.07000.100 924.663250.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    58 41  E"      59 42  A1' 431110 2 1 0 0 0 0   117.0  119.0
471 2731.769481 3.187E-23 4.018E-01.07000.100 820.976080.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    59 50  E'      60 51  A1" 431110 2 1 0 0 0 0   119.0  121.0
471 2731.985048 4.781E-23 4.675E-01.07000.100 689.494560.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    60 59  E"      61 60  A1' 431110 2 1 0 0 0 0   121.0  123.0
471 2732.043093 2.656E-23 3.627E-01.07000.100 879.356890.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    58 44  E'      59 45  A1" 431110 2 1 0 0 0 0   117.0  119.0
471 2732.126361 2.125E-23 3.060E-01.07000.100 964.858840.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    57 35  E"      58 36  A1' 431110 2 1 0 0 0 0   115.0  117.0
471 2732.142234 4.382E-23 4.255E-01.07000.100 766.178270.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    59 53  E"      60 54  A1' 431110 2 1 0 0 0 0   119.0  121.0
471 2732.377575 2.789E-23 3.851E-01.07000.100 830.887790.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    58 47  E"      59 48  A1' 431110 2 1 0 0 0 0   117.0  119.0
471 2732.536443 4.117E-23 4.502E-01.07000.100 708.193860.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    59 56  E'      60 57  A1" 431110 2 1 0 0 0 0   119.0  121.0
471 2732.685759 2.390E-23 3.465E-01.07000.100 883.675920.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    57 41  E"      58 42  A1' 431110 2 1 0 0 0 0   115.0  117.0
471 2732.728872 3.320E-23 4.084E-01.07000.100 779.248170.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    58 50  E'      59 51  A1" 431110 2 1 0 0 0 0   117.0  119.0
471 2732.951166 5.843E-23 4.758E-01.07000.100 647.013350.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    59 59  E"      60 60  A1' 431110 2 1 0 0 0 0   119.0  121.0
471 2732.997642 2.922E-23 3.684E-01.07000.100 838.352820.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    57 44  E'      58 45  A1" 431110 2 1 0 0 0 0   115.0  117.0
471 2733.069542 2.523E-23 3.100E-01.07000.100 924.587220.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    56 35  E"      57 36  A1' 431110 2 1 0 0 0 0   113.0  115.0
471 2733.102836 3.984E-23 4.328E-01.07000.100 724.429640.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    58 53  E"      59 54  A1' 431110 2 1 0 0 0 0   117.0  119.0
471 2733.331250 3.320E-23 3.913E-01.07000.100 789.865790.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    57 47  E"      58 48  A1' 431110 2 1 0 0 0 0   115.0  117.0
471 2733.341742 2.523E-23 3.303E-01.07000.100 885.556620.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    56 38  E'      57 39  A1" 431110 2 1 0 0 0 0   113.0  115.0
471 2733.497314 4.914E-23 4.581E-01.07000.100 666.423250.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    58 56  E'      59 57  A1" 431110 2 1 0 0 0 0   117.0  119.0
471 2733.634927 3.054E-23 3.517E-01.07000.100 843.374900.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    56 41  E"      57 42  A1' 431110 2 1 0 0 0 0   113.0  115.0
471 2733.685035 3.718E-23 4.153E-01.07000.100 738.207000.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    57 50  E'      58 51  A1" 431110 2 1 0 0 0 0   115.0  117.0
471 2733.948962 3.054E-23 3.742E-01.07000.100 798.035350.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    56 44  E'      57 45  A1" 431110 2 1 0 0 0 0   113.0  115.0
